"Latest: Wavelength (nm)","Latest: Intensity (rel)","Run 1: Wavelength (nm)","Run 1: Intensity (rel)"
556.876399426,0.00329110576923,556.876399426,0.00182379807692
557.079870064,0.00374423076923,557.079870064,0.00167067307692
557.283327745,0.00374735576923,557.283327745,0.00136442307692
557.486772466,0.00385360576923,557.486772466,0.00139254807692
557.690204225,0.00340985576923,557.690204225,0.00178004807692
557.893623018,0.00377860576923,557.893623018,0.00158004807692
558.097028842,0.00361610576923,558.097028842,0.00184254807692
558.300421696,0.00365360576923,558.300421696,0.00212379807692
558.503801575,0.00411610576923,558.503801575,0.00213317307692
558.707168479,0.00330360576923,558.707168479,0.00147379807692
558.910522402,0.00380985576923,558.910522402,0.00177692307692
559.113863344,0.00308485576923,559.113863344,0.00150817307692
559.317191301,0.00344110576923,559.317191301,0.00203317307692
559.520506271,0.00381923076923,559.520506271,0.00187067307692
559.72380825,0.00351298076923,559.72380825,0.00193004807692
559.927097236,0.00320360576923,559.927097236,0.00159567307692
560.130373226,0.00369110576923,560.130373226,0.00183629807692
560.333636218,0.00333798076923,560.333636218,0.00188004807692
560.536886208,0.00344423076923,560.536886208,0.00161442307692
560.740123194,0.00317860576923,560.740123194,0.00161754807692
560.943347173,0.00316610576923,560.943347173,0.00196442307692
561.146558143,0.00343485576923,561.146558143,0.00139254807692
561.3497561,0.00375985576923,561.3497561,0.00169567307692
561.552941043,0.00340985576923,561.552941043,0.00205504807692
561.756112967,0.00349110576923,561.756112967,0.00187067307692
561.959271871,0.00297860576923,561.959271871,0.00145192307692
562.162417751,0.00347860576923,562.162417751,0.00177067307692
562.365550606,0.00335048076923,562.365550606,0.00171442307692
562.568670431,0.00290360576923,562.568670431,0.00193004807692
562.771777225,0.00340985576923,562.771777225,0.00192379807692
562.974870984,0.00290673076923,562.974870984,0.00201754807692
563.177951706,0.00334735576923,563.177951706,0.00178629807692
563.381019388,0.00348173076923,563.381019388,0.00226129807692
563.584074028,0.00321923076923,563.584074028,0.00205504807692
563.787115622,0.00330048076923,563.787115622,0.00142692307692
563.990144168,0.00266298076923,563.990144168,0.00134254807692
564.193159664,0.00261610576923,564.193159664,0.00153004807692
564.396162105,0.00281923076923,564.396162105,0.00163004807692
564.59915149,0.00324423076923,564.59915149,0.00164254807692
564.802127816,0.00308485576923,564.802127816,0.00116442307692
565.00509108,0.00316923076923,565.00509108,0.00195817307692
565.208041279,0.00311298076923,565.208041279,0.00163317307692
565.410978411,0.00266298076923,565.410978411,0.00151442307692
565.613902472,0.00243173076923,565.613902472,0.000906490384615
565.816813461,0.00302235576923,565.816813461,0.00158317307692
566.019711374,0.00298798076923,566.019711374,0.00145192307692
566.222596208,0.00297860576923,566.222596208,0.00170504807692
566.425467961,0.00282235576923,566.425467961,0.00137067307692
566.628326631,0.00291298076923,566.628326631,0.00154567307692
566.831172213,0.00253173076923,566.831172213,0.00159879807692
567.034004706,0.00259110576923,567.034004706,0.00136754807692
567.236824107,0.00328173076923,567.236824107,0.00198942307692
567.439630413,0.00249423076923,567.439630413,0.00148317307692
567.642423621,0.00324110576923,567.642423621,0.00216129807692
567.845203728,0.00248173076923,567.845203728,0.00115192307692
568.047970733,0.00243485576923,568.047970733,0.00124567307692
568.250724631,0.00285673076923,568.250724631,0.00165384615385
568.453465421,0.00262860576923,568.453465421,0.00161129807692
568.656193099,0.00256298076923,568.656193099,0.00179879807692
568.858907662,0.00290673076923,568.858907662,0.00149879807692
569.061609109,0.00281610576923,569.061609109,0.00118317307692
569.264297436,0.00254735576923,569.264297436,0.00119879807692
569.46697264,0.00260360576923,569.46697264,0.00164254807692
569.669634719,0.00249110576923,569.669634719,0.00121442307692
569.87228367,0.00264423076923,569.87228367,0.00133942307692
570.074919491,0.00296923076923,570.074919491,0.00162692307692
570.277542177,0.00279735576923,570.277542177,0.00163629807692
570.480151728,0.00290048076923,570.480151728,0.00183317307692
570.682748139,0.00283173076923,570.682748139,0.00175192307692
570.885331409,0.00214110576923,570.885331409,0.00103317307692
571.087901533,0.00223173076923,571.087901533,0.00124158653846
571.290458511,0.00220673076923,571.290458511,0.00140817307692
571.493002339,0.00250985576923,571.493002339,0.00170192307692
571.695533013,0.00220360576923,571.695533013,0.00167379807692
571.898050532,0.00229110576923,571.898050532,0.00119879807692
572.100554893,0.00210048076923,572.100554893,0.00114879807692
572.303046093,0.00210673076923,572.303046093,0.000986298076923
572.505524129,0.00220048076923,572.505524129,0.00121442307692
572.707988998,0.00246610576923,572.707988998,0.00136442307692
572.910440697,0.00176923076923,572.910440697,0.00100817307692
573.112879225,0.00233173076923,573.112879225,0.00102379807692
573.315304578,0.00166298076923,573.315304578,0.000644471153846
573.517716753,0.00219423076923,573.517716753,0.000986778846154
573.720115748,0.00209735576923,573.720115748,0.00130504807692
573.92250156,0.00350985576923,573.92250156,0.00164254807692
574.124874186,0.00326610576923,574.124874186,0.00152692307692
574.327233623,0.00365985576923,574.327233623,0.00180504807692
574.529579868,0.00386298076923,574.529579868,0.00182379807692
574.73191292,0.00340673076923,574.73191292,0.00185504807692
574.934232775,0.00306923076923,574.934232775,0.00152379807692
575.13653943,0.00252548076923,575.13653943,0.00143004807692
575.338832882,0.00260673076923,575.338832882,0.000995673076923
575.54111313,0.00321610576923,575.54111313,0.00162067307692
575.743380169,0.00262860576923,575.743380169,0.00124879807692
575.945633998,0.00307548076923,575.945633998,0.00167067307692
576.147874613,0.00401610576923,576.147874613,0.00198317307692
576.350102013,0.00400048076923,576.350102013,0.00206442307692
576.552316193,0.00400673076923,576.552316193,0.00204879807692
576.754517152,0.00473173076923,576.754517152,0.00215817307692
576.956704886,0.00410048076923,576.956704886,0.00188004807692
577.158879393,0.00386923076923,577.158879393,0.00182692307692
577.361040669,0.00417860576923,577.361040669,0.00165504807692
577.563188714,0.00361298076923,577.563188714,0.00179254807692
577.765323522,0.00397860576923,577.765323522,0.00158629807692
577.967445093,0.00411610576923,577.967445093,0.00227067307692
578.169553423,0.00572235576923,578.169553423,0.00271129807692
578.371648508,0.0190317307692,578.371648508,0.00616129807692
578.573730348,0.135587980769,578.573730348,0.0397081730769
578.775798938,0.362184855769,578.775798938,0.106773798077
578.977854276,0.513162980769,578.977854276,0.152667548077
579.179896359,0.606409855769,579.179896359,0.182023798077
579.381925185,0.670312980769,579.381925185,0.204095673077
579.583940751,0.602009855769,579.583940751,0.185576923077
579.785943053,0.405903605769,579.785943053,0.127692548077
579.98793209,0.310822355769,579.98793209,0.0989737980769
580.189907858,0.243437980769,580.189907858,0.0783175480769
580.391870355,0.198003605769,580.391870355,0.0638362980769
580.593819578,0.217103605769,580.593819578,0.0668237980769
580.795755524,0.425166105769,580.795755524,0.122920673077
580.997678191,0.591459855769,580.997678191,0.168373798077
581.199587575,0.691225480769,581.199587575,0.199951923077
581.401483674,0.754634855769,581.401483674,0.218405048077
581.603366486,0.749416105769,581.603366486,0.219692548077
581.805236007,0.551162980769,581.805236007,0.162670673077
582.007092234,0.396509855769,582.007092234,0.119530048077
582.208935166,0.298847355769,582.208935166,0.0918394230769
582.410764799,0.233759855769,582.410764799,0.0727331730769
582.61258113,0.183997355769,582.61258113,0.0575394230769
582.814384156,0.143972355769,582.814384156,0.0447237980769
583.016173876,0.110469230769,583.016173876,0.0337737980769
583.217950286,0.0865754807692,583.217950286,0.0267956730769
583.419713383,0.0701411057692,583.419713383,0.0212425480769
583.621463165,0.0540473557692,583.621463165,0.0153862980769
583.823199629,0.0349192307692,583.823199629,0.00996754807692
584.024922772,0.0214723557692,584.024922772,0.00620817307692
584.226632591,0.0124567307692,584.226632591,0.00403942307692
584.428329084,0.00798798076923,584.428329084,0.00275504807692
584.630012248,0.00540985576923,584.630012248,0.00208942307692
584.83168208,0.00445985576923,584.83168208,0.00161754807692
585.033338577,0.00373485576923,585.033338577,0.00140817307692
585.234981737,0.00342548076923,585.234981737,0.00174879807692
585.436611557,0.00301610576923,585.436611557,0.00166129807692
585.638228034,0.00251610576923,585.638228034,0.00139567307692
585.839831165,0.00241298076923,585.839831165,0.00103004807692
586.041420948,0.00213173076923,586.041420948,0.00111153846154
586.24299738,0.00182548076923,586.24299738,0.000776923076923
586.444560458,0.00188485576923,586.444560458,0.00116129807692
586.646110179,0.00168173076923,586.646110179,0.000844711538462
586.84764654,0.00207235576923,586.84764654,0.00119254807692
587.04916954,0.00111298076923,587.04916954,0.00101129807692
587.250679174,0.00160985576923,587.250679174,0.00115192307692
587.452175441,0.00165048076923,587.452175441,0.00131129807692
587.653658338,0.00171923076923,587.653658338,0.000808413461538
587.855127861,0.00125552884615,587.855127861,0.00105192307692
588.056584008,0.00125360576923,588.056584008,0.000833173076923
588.258026777,0.00161923076923,588.258026777,0.000876923076923
588.459456164,0.00118918269231,588.459456164,0.00064375
588.660872167,0.00134423076923,588.660872167,0.000474278846154
588.862274783,0.00133149038462,588.862274783,0.000767548076923
589.063664009,0.00113629807692,589.063664009,0.00104134615385
589.265039843,0.00163798076923,589.265039843,0.000870673076923
589.466402282,0.00133629807692,589.466402282,0.00106754807692
589.667751322,0.00135985576923,589.667751322,0.000840865384615
589.869086962,0.00116298076923,589.869086962,0.000756971153846
590.070409198,0.00105360576923,590.070409198,0.00124879807692
590.271718028,0.00101177884615,590.271718028,0.000664423076923
590.473013449,0.00164423076923,590.473013449,0.00114567307692
590.674295459,0.00102235576923,590.674295459,0.00106129807692
590.875564053,0.00147860576923,590.875564053,0.00134350961538
591.076819231,0.000763701923077,591.076819231,0.000890384615385
591.278060988,0.00142235576923,591.278060988,0.00118942307692
591.479289323,0.00109399038462,591.479289323,0.00116442307692
591.680504232,0.00103173076923,591.680504232,0.00116322115385
591.881705713,0.00102740384615,591.881705713,0.00132379807692
592.082893763,0.000966105769231,592.082893763,0.000878605769231
592.284068379,0.00166610576923,592.284068379,0.00167379807692
592.485229559,0.00114855769231,592.485229559,0.00133317307692
592.686377299,0.000756730769231,592.686377299,0.000501442307692
592.887511597,0.00112860576923,592.887511597,0.000843509615385
593.088632451,0.00103004807692,593.088632451,0.000743269230769
593.289739856,0.00129735576923,593.289739856,0.00125504807692
593.490833812,0.00145048076923,593.490833812,0.00143317307692
593.691914314,0.00140673076923,593.691914314,0.00149567307692
593.892981361,0.00130048076923,593.892981361,0.00112379807692
594.094034949,0.000893509615385,594.094034949,0.000858173076923
594.295075076,0.000959615384615,594.295075076,0.000730769230769
594.496101738,0.00115048076923,594.496101738,0.00104567307692
594.697114934,0.000741346153846,594.697114934,0.000870673076923
594.89811466,0.000916105769231,594.89811466,0.000899759615385
595.099100914,0.000605048076923,595.099100914,0.00124254807692
595.300073692,0.00120360576923,595.300073692,0.00106754807692
595.501032993,0.000800480769231,595.501032993,0.000394951923077
595.701978813,0.00157860576923,595.701978813,0.00166129807692
595.90291115,0.000944230769231,595.90291115,0.000750961538462
596.103830001,0.000618028846154,596.103830001,0.000955048076923
596.304735363,0.00103365384615,596.304735363,0.00106442307692
596.505627233,0.00115673076923,596.505627233,0.000568028846154
596.706505609,0.000659855769231,596.706505609,0.000752884615385
596.907370487,0.000784855769231,596.907370487,0.000552884615385
597.108221866,0.000530528846154,597.108221866,0.000525
597.309059742,0.00100048076923,597.309059742,0.00104254807692
597.509884113,0.000372355769231,597.509884113,0.000299519230769
597.710694975,0.000559134615385,597.710694975,0.00108004807692
597.911492327,0.000664423076923,597.911492327,0.000433894230769
598.112276164,0.000953605769231,598.112276164,0.00113629807692
598.313046486,0.000600961538462,598.313046486,0.000437740384615
598.513803288,0.000741105769231,598.513803288,0.000855048076923
598.714546569,0.000971153846154,598.714546569,0.000437980769231
598.915276324,0.00105048076923,598.915276324,0.000751923076923
599.115992552,0.000543509615385,599.115992552,0.000699278846154
599.31669525,0.000650480769231,599.31669525,0.000705048076923
599.517384415,0.000816105769231,599.517384415,0.000941105769231
599.718060045,0.000496394230769,599.718060045,0.000429086538462
599.918722136,0.000970673076923,599.918722136,0.000596153846154
600.119370685,0.000937980769231,600.119370685,0.00102379807692
600.320005691,0.000753365384615,600.320005691,0.000837259615385
600.52062715,0.000834855769231,600.52062715,0.000859134615385
600.721235059,0.00113173076923,600.721235059,0.000906490384615
600.921829417,0.000533173076923,600.921829417,0.000385817307692
601.122410219,0.000849278846154,601.122410219,0.000668028846154
601.322977463,0.000825480769231,601.322977463,0.000777884615385
601.523531147,0.000699759615385,601.523531147,0.000522836538462
601.724071268,0.000747115384615,601.724071268,0.000761298076923
601.924597823,0.000590865384615,601.924597823,0.000417548076923
602.125110809,0.00130360576923,602.125110809,0.000640144230769
602.325610223,0.000542307692308,602.325610223,0.000553125
602.526096064,0.00103798076923,602.526096064,0.000699519230769
602.726568327,0.00116899038462,602.726568327,0.00114951923077
602.92702701,0.000575240384615,602.92702701,0.000525240384615
603.127472111,0.000839903846154,603.127472111,0.000552644230769
603.327903626,0.000834855769231,603.327903626,0.000970673076923
603.528321554,0.000734855769231,603.528321554,0.000688701923077
603.728725891,0.000966105769231,603.728725891,0.000767548076923
603.929116634,0.000716105769231,603.929116634,0.000833173076923
604.129493781,0.000480288461538,604.129493781,0.000581490384615
604.329857329,0.000678365384615,604.329857329,0.000674759615385
604.530207275,0.00124735576923,604.530207275,0.00116129807692
604.730543616,0.000402644230769,604.730543616,0.000418269230769
604.93086635,0.000784615384615,604.93086635,0.000999519230769
605.131175474,0.000612980769231,605.131175474,0.00133413461538
605.331470985,0.00105865384615,605.331470985,0.00192692307692
605.531752881,0.000778365384615,605.531752881,0.00174254807692
605.732021158,0.000837980769231,605.732021158,0.00159254807692
605.932275814,0.000572115384615,605.932275814,0.000917548076923
606.132516846,0.000952884615385,606.132516846,0.00161129807692
606.332744252,0.000589903846154,606.332744252,0.00168317307692
606.532958028,0.000628605769231,606.532958028,0.00139879807692
606.733158173,0.00100360576923,606.733158173,0.00137379807692
606.933344682,0.000424519230769,606.933344682,0.00136754807692
607.133517554,0.000872355769231,607.133517554,0.00114879807692
607.333676785,0.000802403846154,607.333676785,0.000949519230769
607.533822373,0.000669471153846,607.533822373,0.00137379807692
607.733954315,0.000581730769231,607.733954315,0.00118004807692
607.934072609,0.000628605769231,607.934072609,0.00100817307692
608.134177251,0.000329326923077,608.134177251,0.000708173076923
608.334268239,0.000836778846154,608.334268239,0.00100600961538
608.534345571,0.000298317307692,608.534345571,0.000968269230769
608.734409242,0.000624759615385,608.734409242,0.000538701923077
608.934459251,0.000654326923077,608.934459251,0.000596634615385
609.134495595,0.000518990384615,609.134495595,0.000878605769231
609.334518271,0.000922355769231,609.334518271,0.000870673076923
609.534527277,0.000481009615385,609.534527277,0.000814423076923
609.734522609,0.000490384615385,609.734522609,0.000672836538462
609.934504264,0.00118173076923,609.934504264,0.000998798076923
610.134472241,0.000778605769231,610.134472241,0.000621634615385
610.334426536,0.000937259615385,610.334426536,0.000880048076923
610.534367147,0.000539903846154,610.534367147,0.000786298076923
610.73429407,0.000893990384615,610.73429407,0.000828605769231
610.934207304,0.000809134615385,610.934207304,0.000756971153846
611.134106845,0.00107548076923,611.134106845,0.000700480769231
611.33399269,0.000984855769231,611.33399269,0.000931730769231
611.533864837,0.000947355769231,611.533864837,0.00101442307692
611.733723283,0.000390384615385,611.733723283,0.000423076923077
611.933568025,0.000808173076923,611.933568025,0.000911298076923
612.133399061,0.000365865384615,612.133399061,0.000514903846154
612.333216388,0.000469951923077,612.333216388,0.000906490384615
612.533020003,0.00117548076923,612.533020003,0.000830048076923
612.732809902,0.000830528846154,612.732809902,0.000665384615385
612.932586085,0.000338942307692,612.932586085,0.000751923076923
613.132348547,0.000724759615385,613.132348547,0.000927884615385
613.332097286,0.000314663461538,613.332097286,0.000524278846154
613.531832299,0.000668028846154,613.531832299,0.000491105769231
613.731553584,0.000608173076923,613.731553584,0.000675961538462
613.931261138,0.000691105769231,613.931261138,0.000696634615385
614.130954957,0.000596634615385,614.130954957,0.000837259615385
614.33063504,0.000729326923077,614.33063504,0.000453605769231
614.530301383,0.000743990384615,614.530301383,0.000751923076923
614.729953984,0.000869230769231,614.729953984,0.00106850961538
614.92959284,0.00112548076923,614.92959284,0.000755048076923
615.129217948,0.000536298076923,615.129217948,0.000753846153846
615.328829306,0.000937980769231,615.328829306,0.00102379807692
615.52842691,0.000990865384615,615.52842691,0.000992548076923
615.728010758,0.000763221153846,615.728010758,0.000533413461538
615.927580847,0.000974278846154,615.927580847,0.00102139423077
616.127137175,0.00124230769231,616.127137175,0.00105192307692
616.326679738,0.000739423076923,616.326679738,0.000986298076923
616.526208534,0.000459855769231,616.526208534,0.000734134615385
616.725723561,0.000803605769231,616.725723561,0.000300721153846
616.925224815,0.000442788461538,616.925224815,0.000736298076923
617.124712293,0.000866105769231,617.124712293,0.000609855769231
617.324185994,0.000706730769231,617.324185994,0.00111514423077
617.523645913,0.000668028846154,617.523645913,0.000699519230769
617.723092049,0.000647115384615,617.723092049,0.00104567307692
617.922524399,0.000610817307692,617.922524399,0.000644471153846
618.121942959,0.00100913461538,618.121942959,0.00107067307692
618.321347728,0.000828605769231,618.321347728,0.00103677884615
618.520738702,0.000379807692308,618.520738702,0.000721394230769
618.720115878,0.000550480769231,618.720115878,0.000948798076923
618.919479255,0.000484615384615,618.919479255,0.000945673076923
619.118828828,0.000264663461538,619.118828828,0.000500721153846
619.318164596,0.000615384615385,619.318164596,0.000908173076923
619.517486555,0.0004125,619.517486555,0.000528605769231
619.716794704,0.000687980769231,619.716794704,0.000614903846154
619.916089038,0.000363942307692,619.916089038,0.000643509615385
620.115369556,0.000454086538462,620.115369556,0.000680769230769
620.314636254,0.000470913461538,620.314636254,0.000681009615385
620.51388913,0.000569230769231,620.51388913,0.000727644230769
620.713128182,7.13942307692E-05,620.713128182,0.000531730769231
620.912353405,0.000362259615385,620.912353405,0.000774278846154
621.111564798,0.000784375,621.111564798,0.000673798076923
621.310762358,0.000672355769231,621.310762358,0.000568990384615
621.509946082,0.000644230769231,621.509946082,0.000867548076923
621.709115967,0.000887259615385,621.709115967,0.000687019230769
621.908272011,0.000243269230769,621.908272011,0.000432692307692
622.107414211,0.000533653846154,622.107414211,0.000942548076923
622.306542563,0.000702884615385,622.306542563,0.000739423076923
622.505657066,0.000816105769231,622.505657066,0.000529807692308
622.704757716,0.000240865384615,622.704757716,0.000682692307692
622.903844512,0.000769230769231,622.903844512,0.000905769230769
623.102917449,0.000520913461538,623.102917449,0.000662740384615
623.301976525,0.000750961538462,623.301976525,0.000769471153846
623.501021738,0.000304086538462,623.501021738,0.000484375
623.700053085,0.000725961538462,623.700053085,0.000940384615385
623.899070563,0.000432211538462,623.899070563,0.000371394230769
624.098074169,0.000930528846154,624.098074169,0.00104254807692
624.2970639,0.000704567307692,624.2970639,0.000528125
624.496039754,0.000606009615385,624.496039754,0.000642788461538
624.695001729,0.000421153846154,624.695001729,0.000864423076923
624.89394982,0.000539903846154,624.89394982,0.000574038461538
625.092884026,0.00101610576923,625.092884026,0.000865384615385
625.291804343,0.000708173076923,625.291804343,0.000608173076923
625.49071077,0.00104110576923,625.49071077,0.000989423076923
625.689603303,0.00147548076923,625.689603303,0.00115913461538
625.888481939,0.00114423076923,625.888481939,0.00103725961538
626.087346676,0.00124110576923,626.087346676,0.000889423076923
626.286197511,0.000535336538462,626.286197511,0.000374038461538
626.485034441,0.000651682692308,626.485034441,0.000548076923077
626.683857463,0.000500480769231,626.683857463,0.000826923076923
626.882666576,0.000734855769231,626.882666576,0.000961298076923
627.081461775,0.000773798076923,627.081461775,0.00116274038462
627.280243058,0.000697355769231,627.280243058,0.000623798076923
627.479010423,0.000503125,627.479010423,0.00115504807692
627.677763866,0.000725480769231,627.677763866,0.000518990384615
627.876503385,0.000661778846154,627.876503385,0.000450721153846
628.075228978,0.000389663461538,628.075228978,0.00104735576923
628.27394064,0.000681971153846,628.27394064,0.000658173076923
628.472638371,0.000781730769231,628.472638371,0.000805288461538
628.671322166,0.000341346153846,628.671322166,0.000336538461538
628.869992024,0.000887259615385,628.869992024,0.000766346153846
629.068647941,0.000412259615385,629.068647941,0.000864182692308
629.267289914,0.000521153846154,629.267289914,0.000811057692308
629.465917942,0.000571153846154,629.465917942,0.000456730769231
629.66453202,0.000912980769231,629.66453202,0.000914423076923
629.863132147,0.000837980769231,629.863132147,0.000806009615385
630.061718319,0.000472355769231,630.061718319,0.000927403846154
630.260290535,0.000837980769231,630.260290535,0.000629326923077
630.45884879,0.00075,630.45884879,0.000511778846154
630.657393083,0.000377884615385,630.657393083,0.000301201923077
630.85592341,0.000803605769231,630.85592341,0.000607211538462
631.054439769,0.000672355769231,631.054439769,0.000426682692308
631.252942158,0.000969230769231,631.252942158,0.000630769230769
631.451430572,0.000389663461538,631.451430572,0.000451682692308
631.649905011,0.000404086538462,631.649905011,0.000423317307692
631.84836547,0.000595192307692,631.84836547,0.000906971153846
632.046811947,0.000395432692308,632.046811947,0.000532451923077
632.245244439,0.000340865384615,632.245244439,0.000397596153846
632.443662944,0.000869230769231,632.443662944,0.000735817307692
632.642067459,0.000630528846154,632.642067459,0.000528125
632.84045798,0.000420432692308,632.84045798,0.000428846153846
633.038834507,0.000812740384615,633.038834507,0.000540865384615
633.237197034,0.000595913461538,633.237197034,0.00111754807692
633.435545561,0.000497115384615,633.435545561,0.000740384615385
633.633880083,0.000555288461538,633.633880083,0.000892548076923
633.832200599,0.000625721153846,633.832200599,0.000407451923077
634.030507105,0.000706490384615,634.030507105,0.000981009615385
634.228799599,0.000550721153846,634.228799599,0.000649519230769
634.427078078,0.000471634615385,634.427078078,0.000767548076923
634.625342539,0.000472115384615,634.625342539,0.000551923076923
634.82359298,0.000428365384615,634.82359298,0.000627644230769
635.021829398,0.000761298076923,635.021829398,0.000837019230769
635.220051789,0.000483653846154,635.220051789,0.000696634615385
635.418260152,0.000450240384615,635.418260152,0.000690384615385
635.616454483,0.000720913461538,635.616454483,0.000762019230769
635.81463478,0.000653365384615,635.81463478,0.000672355769231
636.01280104,0.000562980769231,636.01280104,0.000748798076923
636.21095326,0.000274759615385,636.21095326,0.000453365384615
636.409091438,0.00126610576923,636.409091438,0.00102716346154
636.60721557,0.000332211538462,636.60721557,0.000487019230769
636.805325654,0.000256730769231,636.805325654,0.000484615384615
637.003421688,0.000793990384615,637.003421688,0.000736298076923
637.201503668,0.000986298076923,637.201503668,0.000859134615385
637.399571591,0.000432692307692,637.399571591,0.000592548076923
637.597625456,0.000603125,637.597625456,0.000915865384615
637.795665259,0.000384375,637.795665259,0.000607932692308
637.993690997,0.000517548076923,637.993690997,0.00108028846154
638.191702668,0.000556009615385,638.191702668,0.000845673076923
638.389700269,0.000640625,638.389700269,0.00122692307692
638.587683797,0.000734855769231,638.587683797,0.000876682692308
638.785653249,0.000379086538462,638.785653249,0.000859134615385
638.983608623,0.000298557692308,638.983608623,0.000380288461538
639.181549916,0.000424038461538,639.181549916,0.000553605769231
639.379477125,0.000700480769231,639.379477125,0.000824759615385
639.577390248,0.000407932692308,639.577390248,0.000911057692308
639.775289281,0.000539182692308,639.775289281,0.000431009615385
639.973174222,0.000592067307692,639.973174222,0.000855528846154
640.171045068,0.00106298076923,640.171045068,0.00141442307692
640.368901816,0.000609855769231,640.368901816,0.00110192307692
640.566744464,0.000181971153846,640.566744464,0.000890865384615
640.764573009,0.00108173076923,640.764573009,0.00118629807692
640.962387449,0.000392548076923,640.962387449,0.000846634615385
641.160187779,0.000821153846154,641.160187779,0.00127692307692
641.357973998,0.000492307692308,641.357973998,0.000826923076923
641.555746103,0.000475961538462,641.555746103,0.000883173076923
641.753504091,0.000975480769231,641.753504091,0.00126442307692
641.951247959,0.000906730769231,641.951247959,0.00103629807692
642.148977705,0.000514903846154,642.148977705,0.000725961538462
642.346693326,0.000328125,642.346693326,0.000820913461538
642.544394819,0.000176201923077,642.544394819,0.000526923076923
642.742082181,0.000737740384615,642.742082181,0.000661778846154
642.93975541,0.000718509615385,642.93975541,0.000811298076923
643.137414503,0.000316105769231,643.137414503,0.000945673076923
643.335059456,0.000688221153846,643.335059456,0.000855288461538
643.532690268,0.000488461538462,643.532690268,0.00112692307692
643.730306936,0.000512980769231,643.730306936,0.00126754807692
643.927909456,0.000603365384615,643.927909456,0.00140504807692
644.125497826,0.000580048076923,644.125497826,0.00190192307692
644.323072044,0.000317788461538,644.323072044,0.00156442307692
644.520632106,0.000612980769231,644.520632106,0.00149759615385
644.71817801,0.000917788461538,644.71817801,0.00140192307692
644.915709753,0.000589182692308,644.915709753,0.000901923076923
645.113227332,0.000438942307692,645.113227332,0.00116129807692
645.310730745,0.000317548076923,645.310730745,0.000723798076923
645.508219988,0.000847355769231,645.508219988,0.00108629807692
645.70569506,1.46634615385E-05,645.70569506,0.000375961538462
645.903155957,0.000640384615385,645.903155957,0.000848798076923
646.100602676,0.000312259615385,646.100602676,0.000668269230769
646.298035215,0.000523557692308,646.298035215,0.000589423076923
646.495453571,0.000432451923077,646.495453571,0.00103004807692
646.692857741,0.000602403846154,646.692857741,0.000965144230769
646.890247723,0.000472596153846,646.890247723,0.000831971153846
647.087623513,0.000695913461538,647.087623513,0.000928365384615
647.28498511,0.000646394230769,647.28498511,0.000569471153846
647.482332509,0.000403846153846,647.482332509,0.000594471153846
647.679665709,0.000525,647.679665709,0.000513942307692
647.876984707,0.000473557692308,647.876984707,0.000769471153846
648.0742895,0.000911538461538,648.0742895,0.000915144230769
648.271580085,0.000680528846154,648.271580085,0.000343269230769
648.468856459,0.000313701923077,648.468856459,0.00109086538462
648.66611862,0.000671634615385,648.66611862,0.000970673076923
648.863366565,0.000334855769231,648.863366565,0.000800240384615
649.060600291,0.000502403846154,649.060600291,0.000588461538462
649.257819796,0.000563221153846,649.257819796,0.000873798076923
649.455025076,0.000377884615385,649.455025076,0.000583173076923
649.652216129,0.000293028846154,649.652216129,0.000436057692308
649.849392953,0.000531730769231,649.849392953,0.000522596153846
650.046555543,0.000477884615385,650.046555543,0.000823798076923
650.243703899,0.000922115384615,650.243703899,0.000845673076923
650.440838016,0.000363701923077,650.440838016,0.000542788461538
650.637957893,0.000775240384615,650.637957893,0.000911298076923
650.835063525,0.000364663461538,650.835063525,0.000488461538462
651.032154912,0.000614903846154,651.032154912,0.000511538461538
651.229232049,8.46153846154E-05,651.229232049,0.000572355769231
651.426294935,0.000794230769231,651.426294935,0.00108725961538
651.623343566,0.000679086538462,651.623343566,0.000322115384615
651.820377939,0.000795673076923,651.820377939,0.000721394230769
652.017398052,0.000333894230769,652.017398052,0.000636538461538
652.214403903,0.000984615384615,652.214403903,0.000775721153846
652.411395488,0.000839423076923,652.411395488,0.00070625
652.608372804,0.000470913461538,652.608372804,0.000312740384615
652.805335849,0.000231009615385,652.805335849,0.000383173076923
653.002284621,0.000744230769231,653.002284621,0.000719471153846
653.199219115,0.000734855769231,653.199219115,0.000502403846154
653.396139331,0.000384375,653.396139331,0.000827884615385
653.593045264,0.000344711538462,653.593045264,0.000674759615385
653.789936912,0.000333413461538,653.789936912,0.000639182692308
653.986814272,0.000887740384615,653.986814272,0.000927644230769
654.183677342,0.000510817307692,654.183677342,0.000721153846154
654.380526119,0.000282692307692,654.380526119,0.000519711538462
654.5773606,0.000730048076923,654.5773606,0.000786298076923
654.774180782,0.000224759615385,654.774180782,0.000601923076923
654.970986663,0.000770432692308,654.970986663,0.000384375
655.167778239,0.000686298076923,655.167778239,0.000867307692308
655.364555509,0.000514903846154,655.364555509,0.000611057692308
655.561318469,0.000292548076923,655.561318469,0.000742788461538
655.758067116,0.000887980769231,655.758067116,0.00113942307692
655.954801448,0.000756490384615,655.954801448,0.00120504807692
656.151521463,0.000484615384615,656.151521463,0.000914423076923
656.348227156,0.000447355769231,656.348227156,0.000747596153846
656.544918526,0.000489663461538,656.544918526,0.000631009615385
656.74159557,0.000241826923077,656.74159557,0.00107379807692
