"Latest: Time (s)","Latest: Temperature (°C)"
549,25.6870159265
549.5,25.6870159265
550,25.6870159265
550.5,25.6870159265
551,25.6870159265
551.5,25.6870159265
552,25.6870159265
552.5,25.6870159265
553,25.6870159265
553.5,25.6870159265
554,25.6870159265
554.5,25.6870159265
555,25.6870159265
555.5,25.6870159265
556,25.6870159265
556.5,25.6870159265
557,25.6870159265
557.5,25.6870159265
558,25.6870159265
558.5,25.6870159265
559,25.6870159265
559.5,25.6870159265
560,25.6870159265
560.5,25.6870159265
561,25.6870159265
561.5,25.6870159265
562,25.6870159265
562.5,25.6870159265
563,25.6870159265
563.5,25.6870159265
564,25.6870159265
564.5,25.6870159265
565,25.6870159265
565.5,25.6870159265
566,25.6870159265
566.5,25.6870159265
567,25.6870159265
567.5,25.6870159265
568,25.6870159265
568.5,25.6870159265
569,25.6870159265
569.5,25.6870159265
570,25.6870159265
570.5,25.6870159265
571,25.6870159265
571.5,25.6870159265
572,25.6870159265
572.5,25.6870159265
573,25.6870159265
573.5,25.6870159265
574,25.6870159265
574.5,25.6870159265
575,25.6870159265
575.5,25.6870159265
576,25.6870159265
576.5,25.6870159265
577,25.6870159265
577.5,25.6870159265
578,25.6870159265
578.5,25.6870159265
579,25.6870159265
579.5,25.6870159265
580,25.6870159265
580.5,25.6870159265
581,25.6870159265
581.5,25.6870159265
582,25.6870159265
582.5,25.6870159265
583,25.6870159265
583.5,25.6870159265
584,25.6870159265
584.5,25.6870159265
585,25.6870159265
585.5,25.6870159265
586,25.6870159265
586.5,25.6870159265
587,25.6870159265
587.5,25.6870159265
588,25.6870159265
588.5,25.6870159265
589,25.6870159265
589.5,25.6870159265
590,25.6870159265
590.5,25.6870159265
591,25.6870159265
591.5,25.6870159265
592,25.6870159265
592.5,25.6870159265
593,25.6870159265
593.5,25.6870159265
594,25.6870159265
594.5,25.6870159265
595,25.6870159265
595.5,25.6870159265
596,25.6870159265
596.5,25.6870159265
597,25.6870159265
597.5,25.6870159265
598,25.6870159265
598.5,25.6870159265
599,25.6870159265
599.5,25.6870159265
600,25.6870159265
600.5,25.6870159265
601,25.6870159265
601.5,25.6870159265
602,25.6870159265
602.5,25.6870159265
603,25.6870159265
603.5,25.6870159265
604,25.6870159265
604.5,25.6870159265
605,25.6870159265
605.5,25.6870159265
606,25.6870159265
606.5,25.6870159265
607,25.6870159265
607.5,25.6870159265
608,25.6870159265
608.5,25.6870159265
609,25.6870159265
609.5,25.6870159265
610,25.6870159265
610.5,25.6870159265
611,25.6870159265
611.5,25.6870159265
612,25.6870159265
612.5,25.6870159265
613,25.6870159265
613.5,25.6870159265
614,25.6870159265
614.5,25.6870159265
615,25.6870159265
615.5,25.6870159265
616,25.6870159265
616.5,25.6870159265
617,25.6870159265
617.5,25.6870159265
618,25.6870159265
618.5,25.6870159265
619,25.6870159265
619.5,25.6870159265
620,25.6870159265
620.5,25.6870159265
621,25.6870159265
621.5,25.6870159265
622,25.6870159265
622.5,25.6870159265
623,25.6870159265
623.5,25.6870159265
624,25.6870159265
624.5,25.6870159265
625,25.6870159265
625.5,25.6870159265
626,25.6870159265
626.5,25.6870159265
627,25.6870159265
627.5,25.6870159265
628,25.6870159265
628.5,25.6870159265
629,25.6870159265
629.5,25.6870159265
630,25.6870159265
630.5,25.6870159265
631,25.6870159265
631.5,25.6870159265
632,25.6870159265
632.5,25.6870159265
633,25.6870159265
633.5,25.6870159265
634,25.6870159265
634.5,25.6870159265
635,25.6870159265
635.5,25.6870159265
636,25.6870159265
636.5,25.6870159265
637,25.6870159265
637.5,25.6870159265
638,25.6870159265
638.5,25.6870159265
639,25.6870159265
639.5,25.6870159265
640,25.6870159265
640.5,25.6870159265
641,25.6870159265
641.5,25.6870159265
642,25.6870159265
642.5,25.6870159265
643,25.6870159265
643.5,25.6870159265
644,25.6870159265
644.5,25.6870159265
645,25.6870159265
645.5,25.6870159265
646,25.6870159265
646.5,25.6870159265
647,25.6870159265
647.5,25.6870159265
648,25.6870159265
648.5,25.6870159265
649,25.6870159265
649.5,25.6870159265
650,25.6870159265
650.5,25.6870159265
651,25.6870159265
651.5,25.6870159265
652,25.6870159265
652.5,25.6870159265
653,25.6870159265
653.5,25.6870159265
654,25.6870159265
654.5,25.6870159265
655,25.6870159265
655.5,25.6870159265
656,25.6870159265
656.5,25.6870159265
657,25.6870159265
657.5,25.6870159265
658,25.6870159265
658.5,25.6870159265
659,25.6870159265
659.5,25.6870159265
660,25.6870159265
660.5,25.6870159265
661,25.6870159265
661.5,25.6870159265
662,25.6870159265
662.5,25.6870159265
663,25.6870159265
663.5,25.6870159265
664,25.6870159265
664.5,25.6870159265
665,25.6870159265
665.5,25.6870159265
666,25.6870159265
666.5,25.6870159265
667,25.6870159265
667.5,25.6870159265
668,25.6870159265
668.5,25.6870159265
669,25.6870159265
669.5,25.6870159265
670,25.6870159265
670.5,25.6870159265
671,25.6870159265
671.5,25.6870159265
672,25.6870159265
672.5,25.6870159265
673,25.6870159265
673.5,25.6870159265
674,25.6870159265
674.5,25.6870159265
675,25.6870159265
675.5,25.6870159265
676,25.6870159265
676.5,25.6870159265
677,25.6870159265
677.5,25.6870159265
678,25.6870159265
678.5,25.6870159265
679,25.6870159265
679.5,25.6870159265
680,25.6870159265
680.5,25.6870159265
681,25.6870159265
681.5,25.6870159265
682,25.6870159265
682.5,25.6870159265
683,25.6870159265
683.5,25.6870159265
684,25.6870159265
684.5,25.6870159265
685,25.6870159265
685.5,25.6870159265
686,25.6870159265
686.5,25.6870159265
687,25.6870159265
687.5,25.6870159265
688,25.6870159265
688.5,25.6870159265
689,25.6870159265
689.5,25.6870159265
690,25.6870159265
690.5,25.6870159265
691,25.6870159265
691.5,25.6870159265
692,25.6870159265
692.5,25.6870159265
693,25.6870159265
693.5,25.6870159265
694,25.6870159265
694.5,25.6870159265
695,25.6870159265
695.5,25.6870159265
696,25.6870159265
696.5,25.6870159265
697,25.6870159265
697.5,25.6870159265
