14.722996,-3100.666504
14.718926,-1937.009521
14.714857,-1811.709839
14.710788,-2007.596436
14.706718,-1739.320557
14.702649,-1739.169067
14.698580,-2637.461426
14.694510,-1690.055176
14.690441,-1679.983398
14.686372,-1853.334229
14.682302,-1588.549683
14.678232,-1476.988892
14.674163,-1835.785645
14.670094,-1526.450073
14.666024,-1445.220459
14.661955,-1929.163086
14.657886,-2105.892090
14.653816,-2103.241943
14.649747,-1901.269531
14.645678,-1918.140625
14.641608,-1896.491333
14.637539,-1853.221436
14.633470,-2241.150391
14.629400,-1651.184204
14.625331,-1873.432495
14.621262,-1675.042969
14.617192,-2366.810303
14.613123,-1502.922852
14.609054,-1730.299316
14.604984,-1577.245850
14.600914,-1859.983032
14.596845,-2128.262695
14.592775,-1784.612915
14.588706,-2393.612061
14.584637,-2000.671631
14.580567,-1381.525757
14.576498,-1836.554199
14.572429,-1636.969116
14.568359,-1730.637817
14.564290,-2291.520508
14.560221,-1687.698730
14.556151,-2275.503662
14.552082,-1550.572266
14.548013,-1589.308350
14.543943,-1608.185669
14.539874,-1842.489258
14.535805,-2568.889893
14.531735,-1969.897217
14.527666,-1645.458740
14.523597,-2098.914551
14.519526,-1904.225342
14.515457,-2271.785400
14.511388,-2149.772461
14.507318,-1894.007935
14.503249,-1686.720337
14.499180,-2043.801147
14.495111,-1835.123413
14.491041,-2047.635254
14.486972,-2317.029785
14.482903,-1619.352783
14.478833,-2068.632568
14.474764,-1791.421875
14.470695,-1691.192871
14.466625,-1844.985962
14.462556,-2111.294922
14.458487,-2549.241211
14.454417,-1433.951904
14.450348,-2024.215088
14.446279,-2128.331299
14.442209,-2155.694824
14.438139,-2092.384766
14.434070,-2246.936768
14.430000,-2148.608887
14.425931,-1953.903931
14.421862,-2334.496338
14.417792,-2154.238281
14.413723,-2220.552490
14.409654,-1941.599243
14.405584,-2464.134277
14.401515,-1827.279541
14.397446,-2341.461426
14.393376,-2126.602783
14.389307,-2133.731445
14.385238,-2115.539795
14.381168,-2200.232422
14.377099,-1972.889282
14.373030,-2263.095459
14.368960,-2053.571777
14.364891,-2029.607056
14.360821,-2442.604980
14.356751,-1742.466309
14.352682,-2291.786865
14.348613,-1827.000488
14.344543,-2250.296875
14.340474,-2665.038330
14.336405,-2009.292603
14.332335,-2111.377686
14.328266,-1820.896240
14.324197,-2325.262207
14.320127,-2131.388428
14.316058,-2275.766357
14.311989,-2536.188477
14.307920,-2131.522461
14.303850,-2255.464355
14.299781,-1864.815796
14.295712,-2089.042725
14.291642,-2762.194580
14.287573,-2407.066162
14.283503,-1994.701660
14.279433,-2306.401123
14.275364,-2444.451904
14.271295,-2477.218506
14.267225,-2385.794189
14.263156,-2456.194336
14.259087,-2432.932129
14.255017,-1847.238037
14.250948,-1856.224243
14.246879,-2109.942139
14.242809,-1981.817993
14.238740,-1937.709106
14.234671,-2091.495850
14.230601,-2479.609131
14.226532,-2382.184326
14.222463,-2211.472900
14.218393,-2154.612305
14.214324,-2418.708252
14.210255,-2494.662109
14.206185,-2261.217041
14.202116,-2229.340088
14.198046,-2367.104736
14.193976,-2201.922119
14.189907,-2233.499268
14.185838,-2243.570801
14.181768,-2009.717529
14.177699,-2374.043213
14.173630,-1953.753662
14.169560,-2044.590576
14.165491,-2127.563721
14.161422,-2214.398682
14.157352,-1983.106689
14.153283,-2178.701172
14.149214,-2535.383789
14.145144,-2018.963501
14.141075,-2266.157471
14.137006,-1960.508057
14.132936,-2432.975830
14.128867,-2588.024902
14.124798,-2319.601318
14.120728,-1879.286133
14.116658,-2077.617188
14.112589,-2669.836182
14.108520,-2239.922852
14.104450,-2512.286133
14.100381,-2125.112793
14.096312,-2612.158447
14.092242,-1809.476318
14.088173,-2272.918457
14.084104,-2189.268555
14.080034,-2248.252197
14.075965,-2776.905518
14.071896,-2257.328125
14.067826,-1985.920898
14.063757,-1942.755371
14.059688,-1989.958374
14.055618,-2341.932373
14.051549,-1816.445435
14.047480,-2332.660645
14.043409,-2435.640625
14.039341,-2517.564453
14.035271,-2111.562256
14.031201,-2604.577148
14.027132,-2595.691406
14.023063,-2747.866699
14.018993,-2414.666748
14.014924,-2117.544189
14.010855,-1996.846680
14.006785,-2067.752930
14.002716,-2455.250244
13.998647,-2398.004883
13.994577,-2456.372559
13.990508,-2194.640625
13.986439,-2142.762451
13.982369,-2010.728394
13.978300,-2426.289795
13.974231,-2326.265869
13.970161,-2504.888184
13.966092,-2457.820801
13.962023,-2378.380127
13.957952,-2626.823242
13.953883,-2366.423828
13.949814,-2455.880859
13.945745,-2438.520752
13.941675,-1944.318481
13.937606,-2344.028320
13.933537,-2310.787109
13.929467,-2487.679199
13.925398,-2448.651123
13.921329,-2178.633545
13.917259,-2204.757324
13.913190,-2606.594727
13.909121,-2110.953125
13.905051,-2135.027588
13.900982,-2347.684814
13.896913,-2343.428223
13.892843,-2230.186279
13.888774,-2019.481934
13.884705,-1973.287476
13.880634,-1809.741577
13.876565,-2330.691650
13.872496,-2167.965820
13.868426,-2696.354004
13.864357,-2063.658691
13.860288,-2443.776611
13.856218,-2029.400391
13.852149,-2095.006836
13.848080,-2048.260986
13.844010,-2234.202148
13.839941,-2235.667236
13.835872,-1696.644775
13.831802,-2260.074219
13.827733,-2427.464111
13.823664,-2374.183838
13.819594,-2312.622803
13.815525,-2207.044189
13.811456,-2608.084473
13.807386,-2328.661865
13.803316,-2166.581055
13.799248,-2220.806152
13.795177,-1784.561523
13.791108,-2340.229004
13.787039,-2390.557617
13.782969,-2105.045654
13.778900,-2349.334473
13.774831,-2256.719727
13.770761,-2116.933105
13.766692,-2264.164307
13.762623,-2349.229004
13.758554,-2135.350586
13.754484,-2333.769287
13.750415,-2367.797852
13.746346,-2421.944336
13.742276,-2384.646973
13.738207,-2520.650146
13.734138,-2615.402100
13.730068,-2261.971191
13.725999,-2521.729248
13.721930,-1857.598511
13.717859,-2033.747925
13.713790,-2086.688477
13.709721,-2546.196533
13.705651,-2054.636230
13.701582,-2374.254883
13.697513,-2073.459961
13.693443,-2139.260986
13.689374,-2195.640381
13.685305,-2358.145508
13.681235,-2116.794922
13.677166,-2456.571777
13.673097,-2555.453369
13.669027,-2724.393555
13.664958,-2360.133057
13.660889,-2637.108154
13.656819,-2570.915527
13.652750,-2340.410645
13.648681,-2594.691895
13.644611,-2245.986328
13.640541,-2947.189697
13.636473,-2099.099121
13.632402,-2112.747559
13.628333,-2026.512817
13.624264,-2107.582031
13.620194,-2510.516357
13.616125,-2416.214844
13.612056,-2543.751465
13.607986,-2168.946045
13.603917,-2353.222900
13.599848,-2302.831055
13.595778,-2234.678467
13.591709,-2077.539551
13.587640,-1992.256226
13.583570,-2640.045166
13.579501,-2245.458008
13.575432,-2317.083740
13.571362,-2387.712402
13.567293,-2482.660645
13.563223,-2064.923096
13.559155,-2503.934814
13.555084,-2426.717773
13.551015,-2387.158203
13.546946,-2570.218506
13.542876,-2821.571045
13.538807,-2403.245361
13.534738,-2376.616211
13.530668,-2641.528564
13.526599,-2510.622070
13.522530,-2217.146484
13.518460,-2567.576904
13.514391,-2357.739990
13.510322,-2122.429932
13.506252,-3041.721436
13.502183,-1993.757202
