"group3 - RawData"
"Wavelength nm.","Abs."
596.70,0.015
596.75,0.015
596.80,0.015
596.85,0.012
596.90,0.013
596.95,0.015
597.00,0.015
597.05,0.011
597.10,0.014
597.15,0.012
597.20,0.015
597.25,0.013
597.30,0.012
597.35,0.012
597.40,0.013
597.45,0.014
597.50,0.012
597.55,0.014
597.60,0.012
597.65,0.014
597.70,0.013
597.75,0.012
597.80,0.011
597.85,0.013
597.90,0.012
597.95,0.013
598.00,0.012
598.05,0.012
598.10,0.010
598.15,0.013
598.20,0.011
598.25,0.013
598.30,0.011
598.35,0.013
598.40,0.011
598.45,0.013
598.50,0.012
598.55,0.012
598.60,0.011
598.65,0.012
598.70,0.013
598.75,0.010
598.80,0.011
598.85,0.011
598.90,0.013
598.95,0.009
599.00,0.011
599.05,0.012
599.10,0.014
599.15,0.014
599.20,0.017
599.25,0.016
599.30,0.018
599.35,0.017
599.40,0.018
599.45,0.016
599.50,0.016
599.55,0.016
599.60,0.017
599.65,0.014
599.70,0.017
599.75,0.017
599.80,0.016
599.85,0.014
599.90,0.016
599.95,0.015
600.00,0.015
600.05,0.016
600.10,0.016
600.15,0.014
600.20,0.015
600.25,0.014
600.30,0.017
600.35,0.014
600.40,0.016
600.45,0.014
600.50,0.016
600.55,0.012
600.60,0.015
600.65,0.013
600.70,0.015
600.75,0.013
600.80,0.015
600.85,0.011
600.90,0.014
600.95,0.012
601.00,0.014
601.05,0.012
601.10,0.012
601.15,0.012
601.20,0.014
601.25,0.014
601.30,0.014
601.35,0.013
601.40,0.013
601.45,0.012
601.50,0.012
601.55,0.010
601.60,0.012
601.65,0.013
601.70,0.013
601.75,0.012
601.80,0.012
601.85,0.011
601.90,0.012
601.95,0.010
602.00,0.012
602.05,0.010
602.10,0.013
602.15,0.010
602.20,0.012
602.25,0.010
602.30,0.012
602.35,0.011
602.40,0.011
602.45,0.010
602.50,0.011
602.55,0.010
602.60,0.013
602.65,0.009
602.70,0.012
602.75,0.011
602.80,0.011
602.85,0.010
602.90,0.010
602.95,0.011
603.00,0.015
603.05,0.015
603.10,0.015
603.15,0.013
603.20,0.018
603.25,0.015
603.30,0.017
603.35,0.013
603.40,0.017
603.45,0.016
603.50,0.016
603.55,0.013
603.60,0.015
603.65,0.014
603.70,0.016
603.75,0.013
603.80,0.015
603.85,0.015
603.90,0.016
603.95,0.014
604.00,0.016
604.05,0.012
604.10,0.016
604.15,0.013
604.20,0.014
604.25,0.012
604.30,0.015
604.35,0.012
604.40,0.015
604.45,0.012
604.50,0.014
604.55,0.011
604.60,0.014
604.65,0.011
604.70,0.013
604.75,0.010
604.80,0.013
604.85,0.011
604.90,0.012
604.95,0.011
605.00,0.012
605.05,0.011
605.10,0.013
605.15,0.011
605.20,0.013
605.25,0.011
605.30,0.014
605.35,0.011
605.40,0.011
605.45,0.009
605.50,0.012
605.55,0.010
605.60,0.012
605.65,0.008
605.70,0.011
605.75,0.009
605.80,0.011
605.85,0.009
605.90,0.011
605.95,0.009
606.00,0.013
606.05,0.009
606.10,0.012
606.15,0.009
606.20,0.011
606.25,0.009
606.30,0.009
606.35,0.010
606.40,0.011
606.45,0.009
606.50,0.011
606.55,0.010
606.60,0.010
606.65,0.009
606.70,0.010
606.75,0.009
606.80,0.012
606.85,0.011
606.90,0.013
606.95,0.013
607.00,0.015
607.05,0.010
607.10,0.015
607.15,0.012
607.20,0.014
607.25,0.013
607.30,0.015
607.35,0.013
607.40,0.015
607.45,0.013
607.50,0.016
607.55,0.012
607.60,0.014
607.65,0.012
607.70,0.016
607.75,0.011
607.80,0.014
607.85,0.010
607.90,0.015
607.95,0.010
608.00,0.015
608.05,0.012
608.10,0.012
608.15,0.010
608.20,0.012
608.25,0.012
608.30,0.013
608.35,0.010
608.40,0.012
608.45,0.012
608.50,0.012
608.55,0.011
608.60,0.013
608.65,0.011
608.70,0.014
608.75,0.011
608.80,0.011
608.85,0.011
608.90,0.012
608.95,0.011
609.00,0.012
609.05,0.009
609.10,0.012
609.15,0.009
609.20,0.013
609.25,0.008
609.30,0.012
609.35,0.009
609.40,0.013
609.45,0.009
609.50,0.012
609.55,0.009
609.60,0.010
609.65,0.010
609.70,0.009
609.75,0.010
609.80,0.010
609.85,0.008
609.90,0.010
609.95,0.009
610.00,0.011
610.05,0.010
610.10,0.009
610.15,0.008
610.20,0.010
610.25,0.010
610.30,0.010
610.35,0.010
610.40,0.010
610.45,0.008
610.50,0.011
610.55,0.009
610.60,0.009
610.65,0.010
610.70,0.010
610.75,0.012
610.80,0.010
610.85,0.010
610.90,0.013
610.95,0.012
611.00,0.013
611.05,0.014
611.10,0.012
611.15,0.014
611.20,0.013
611.25,0.014
611.30,0.011
611.35,0.013
611.40,0.012
611.45,0.013
611.50,0.012
611.55,0.012
611.60,0.011
611.65,0.012
611.70,0.014
611.75,0.013
611.80,0.011
611.85,0.012
611.90,0.013
611.95,0.012
612.00,0.010
612.05,0.013
612.10,0.010
612.15,0.012
612.20,0.008
612.25,0.014
612.30,0.011
612.35,0.012
612.40,0.012
612.45,0.011
612.50,0.009
612.55,0.012
612.60,0.010
612.65,0.011
612.70,0.009
612.75,0.012
612.80,0.010
612.85,0.013
612.90,0.008
612.95,0.010
613.00,0.009
613.05,0.011
613.10,0.010
613.15,0.013
613.20,0.008
613.25,0.012
613.30,0.010
613.35,0.011
613.40,0.009
613.45,0.011
613.50,0.008
613.55,0.010
613.60,0.009
613.65,0.010
613.70,0.010
613.75,0.011
613.80,0.009
613.85,0.011
613.90,0.009
613.95,0.012
614.00,0.009
614.05,0.011
614.10,0.009
614.15,0.010
614.20,0.007
614.25,0.010
614.30,0.007
614.35,0.012
614.40,0.008
614.45,0.010
614.50,0.009
614.55,0.011
614.60,0.008
614.65,0.010
614.70,0.010
614.75,0.012
614.80,0.010
614.85,0.013
614.90,0.011
614.95,0.011
615.00,0.010
615.05,0.014
615.10,0.010
615.15,0.013
615.20,0.011
615.25,0.015
615.30,0.011
615.35,0.013
615.40,0.011
615.45,0.013
615.50,0.011
615.55,0.013
615.60,0.011
615.65,0.012
615.70,0.011
615.75,0.012
615.80,0.008
615.85,0.011
615.90,0.010
615.95,0.013
616.00,0.010
616.05,0.013
616.10,0.011
616.15,0.012
616.20,0.010
616.25,0.011
616.30,0.011
616.35,0.011
616.40,0.012
616.45,0.011
616.50,0.013
616.55,0.008
616.60,0.012
616.65,0.010
616.70,0.013
616.75,0.011
616.80,0.011
616.85,0.012
616.90,0.011
616.95,0.010
617.00,0.010
617.05,0.011
617.10,0.010
617.15,0.011
617.20,0.008
617.25,0.011
617.30,0.009
617.35,0.012
617.40,0.009
617.45,0.012
617.50,0.009
617.55,0.011
617.60,0.010
617.65,0.012
617.70,0.010
617.75,0.010
617.80,0.010
617.85,0.009
617.90,0.012
617.95,0.009
618.00,0.012
618.05,0.008
618.10,0.012
618.15,0.008
618.20,0.011
618.25,0.009
618.30,0.013
618.35,0.008
618.40,0.010
618.45,0.011
618.50,0.011
618.55,0.010
618.60,0.010
618.65,0.010
618.70,0.010
618.75,0.010
618.80,0.010
618.85,0.008
618.90,0.010
618.95,0.012
619.00,0.012
619.05,0.014
619.10,0.011
619.15,0.013
619.20,0.011
619.25,0.012
619.30,0.012
619.35,0.012
619.40,0.011
619.45,0.014
619.50,0.012
619.55,0.014
619.60,0.012
619.65,0.012
619.70,0.013
619.75,0.011
619.80,0.013
619.85,0.012
619.90,0.013
619.95,0.010
620.00,0.012
620.05,0.011
620.10,0.012
620.15,0.013
620.20,0.012
620.25,0.010
620.30,0.010
620.35,0.010
620.40,0.011
620.45,0.012
620.50,0.010
620.55,0.013
620.60,0.009
620.65,0.013
620.70,0.007
620.75,0.011
620.80,0.009
620.85,0.009
620.90,0.010
620.95,0.011
621.00,0.011
621.05,0.011
621.10,0.012
621.15,0.011
621.20,0.010
621.25,0.009
621.30,0.011
621.35,0.009
621.40,0.012
621.45,0.008
621.50,0.013
621.55,0.010
621.60,0.011
621.65,0.007
621.70,0.011
621.75,0.006
621.80,0.011
621.85,0.007
621.90,0.011
621.95,0.009
622.00,0.012
622.05,0.008
622.10,0.012
622.15,0.007
622.20,0.010
622.25,0.009
622.30,0.010
622.35,0.010
622.40,0.010
622.45,0.008
622.50,0.011
622.55,0.010
622.60,0.008
622.65,0.011
622.70,0.009
622.75,0.012
622.80,0.009
622.85,0.012
622.90,0.008
622.95,0.012
623.00,0.009
623.05,0.010
623.10,0.008
623.15,0.013
623.20,0.011
623.25,0.012
623.30,0.011
623.35,0.012
623.40,0.011
623.45,0.009
623.50,0.011
623.55,0.011
623.60,0.012
623.65,0.009
623.70,0.014
623.75,0.009
623.80,0.011
623.85,0.010
623.90,0.011
623.95,0.011
624.00,0.009
624.05,0.013
624.10,0.011
624.15,0.012
624.20,0.009
624.25,0.011
624.30,0.010
624.35,0.011
624.40,0.009
624.45,0.013
624.50,0.009
624.55,0.007
624.60,0.010
624.65,0.011
624.70,0.010
624.75,0.008
624.80,0.010
624.85,0.007
624.90,0.010
624.95,0.008
625.00,0.011
625.05,0.010
625.10,0.012
625.15,0.008
625.20,0.012
625.25,0.009
625.30,0.009
625.35,0.008
625.40,0.010
625.45,0.009
625.50,0.011
625.55,0.010
625.60,0.008
625.65,0.010
625.70,0.010
625.75,0.011
625.80,0.007
625.85,0.011
625.90,0.009
625.95,0.012
626.00,0.007
626.05,0.011
626.10,0.009
626.15,0.012
626.20,0.007
626.25,0.013
626.30,0.010
626.35,0.011
626.40,0.008
626.45,0.010
626.50,0.009
626.55,0.009
626.60,0.010
626.65,0.009
626.70,0.011
626.75,0.006
626.80,0.009
626.85,0.006
626.90,0.011
626.95,0.009
627.00,0.009
627.05,0.010
627.10,0.009
627.15,0.010
627.20,0.009
627.25,0.009
627.30,0.010
627.35,0.011
627.40,0.008
627.45,0.011
627.50,0.009
627.55,0.010
627.60,0.011
627.65,0.008
627.70,0.010
627.75,0.009
627.80,0.012
627.85,0.010
627.90,0.011
627.95,0.010
628.00,0.014
628.05,0.008
628.10,0.012
628.15,0.010
628.20,0.010
628.25,0.009
628.30,0.011
628.35,0.012
628.40,0.011
628.45,0.010
628.50,0.009
628.55,0.013
628.60,0.008
628.65,0.011
628.70,0.008
628.75,0.012
628.80,0.010
628.85,0.010
628.90,0.008
628.95,0.011
629.00,0.008
629.05,0.011
629.10,0.007
629.15,0.012
629.20,0.010
629.25,0.010
629.30,0.009
629.35,0.009
629.40,0.010
629.45,0.010
629.50,0.010
629.55,0.008
629.60,0.011
629.65,0.008
629.70,0.011
629.75,0.008
629.80,0.010
629.85,0.009
629.90,0.007
629.95,0.011
630.00,0.009
630.05,0.010
630.10,0.005
630.15,0.010
630.20,0.006
630.25,0.012
630.30,0.006
630.35,0.010
630.40,0.009
630.45,0.010
630.50,0.007
630.55,0.009
630.60,0.010
630.65,0.007
630.70,0.011
630.75,0.007
630.80,0.011
630.85,0.008
630.90,0.011
630.95,0.009
631.00,0.012
631.05,0.008
631.10,0.009
631.15,0.010
631.20,0.007
631.25,0.010
631.30,0.008
631.35,0.011
631.40,0.007
631.45,0.012
631.50,0.007
631.55,0.009
631.60,0.008
631.65,0.008
631.70,0.011
631.75,0.009
631.80,0.011
631.85,0.007
631.90,0.011
631.95,0.007
632.00,0.012
632.05,0.009
632.10,0.010
632.15,0.011
632.20,0.008
632.25,0.012
632.30,0.007
632.35,0.012
632.40,0.009
632.45,0.011
632.50,0.009
632.55,0.012
632.60,0.011
632.65,0.011
632.70,0.009
632.75,0.007
632.80,0.012
632.85,0.008
632.90,0.010
632.95,0.008
633.00,0.012
633.05,0.009
633.10,0.008
633.15,0.009
633.20,0.010
633.25,0.011
633.30,0.009
633.35,0.012
633.40,0.008
633.45,0.011
633.50,0.008
633.55,0.013
633.60,0.008
633.65,0.011
633.70,0.009
633.75,0.010
633.80,0.012
633.85,0.010
633.90,0.010
633.95,0.010
634.00,0.010
634.05,0.009
634.10,0.011
634.15,0.009
634.20,0.009
634.25,0.007
634.30,0.010
634.35,0.009
634.40,0.010
634.45,0.010
634.50,0.007
634.55,0.011
634.60,0.008
634.65,0.011
634.70,0.007
634.75,0.011
634.80,0.010
634.85,0.011
634.90,0.008
634.95,0.009
635.00,0.010
635.05,0.008
635.10,0.011
635.15,0.007
635.20,0.011
635.25,0.009
635.30,0.011
635.35,0.007
635.40,0.011
635.45,0.010
635.50,0.009
635.55,0.009
635.60,0.007
635.65,0.011
635.70,0.008
635.75,0.013
635.80,0.009
635.85,0.012
635.90,0.007
635.95,0.009
636.00,0.009
636.05,0.010
636.10,0.011
636.15,0.008
636.20,0.011
636.25,0.008
636.30,0.011
636.35,0.007
636.40,0.013
636.45,0.008
636.50,0.011
636.55,0.010
636.60,0.011
636.65,0.009
636.70,0.012
636.75,0.011
636.80,0.009
636.85,0.011
636.90,0.010
636.95,0.012
637.00,0.008
637.05,0.011
637.10,0.010
637.15,0.012
637.20,0.011
637.25,0.009
637.30,0.010
637.35,0.009
637.40,0.009
637.45,0.010
637.50,0.011
637.55,0.009
637.60,0.011
637.65,0.008
637.70,0.009
637.75,0.009
637.80,0.012
637.85,0.010
637.90,0.009
637.95,0.012
638.00,0.006
638.05,0.009
638.10,0.009
638.15,0.012
638.20,0.008
638.25,0.010
638.30,0.010
638.35,0.008
638.40,0.009
638.45,0.007
638.50,0.012
638.55,0.011
638.60,0.013
638.65,0.008
638.70,0.008
638.75,0.009
638.80,0.009
638.85,0.011
638.90,0.006
638.95,0.011
639.00,0.007
639.05,0.009
639.10,0.010
639.15,0.009
639.20,0.011
639.25,0.006
639.30,0.011
639.35,0.006
639.40,0.011
639.45,0.007
639.50,0.012
639.55,0.008
639.60,0.012
639.65,0.008
639.70,0.008
639.75,0.010
639.80,0.008
639.85,0.011
639.90,0.007
639.95,0.012
640.00,0.008
640.05,0.012
640.10,0.006
640.15,0.010
640.20,0.009
640.25,0.010
640.30,0.007
640.35,0.008
640.40,0.010
640.45,0.006
640.50,0.012
640.55,0.006
640.60,0.012
640.65,0.006
640.70,0.014
640.75,0.008
640.80,0.009
640.85,0.012
640.90,0.008
640.95,0.012
641.00,0.006
641.05,0.011
641.10,0.008
641.15,0.009
641.20,0.011
641.25,0.007
641.30,0.014
641.35,0.008
641.40,0.012
641.45,0.007
641.50,0.010
641.55,0.012
641.60,0.007
641.65,0.012
641.70,0.010
641.75,0.011
641.80,0.007
641.85,0.010
641.90,0.009
641.95,0.009
642.00,0.010
642.05,0.006
642.10,0.012
642.15,0.007
642.20,0.010
642.25,0.009
642.30,0.010
642.35,0.009
642.40,0.009
642.45,0.010
642.50,0.006
642.55,0.010
642.60,0.009
642.65,0.011
642.70,0.008
642.75,0.008
642.80,0.012
642.85,0.009
642.90,0.013
642.95,0.007
643.00,0.011
643.05,0.010
643.10,0.009
643.15,0.011
643.20,0.007
643.25,0.011
643.30,0.007
643.35,0.010
643.40,0.008
643.45,0.009
643.50,0.009
643.55,0.008
643.60,0.010
643.65,0.006
643.70,0.013
643.75,0.006
643.80,0.009
643.85,0.008
643.90,0.006
643.95,0.010
644.00,0.006
644.05,0.012
644.10,0.007
644.15,0.011
644.20,0.011
644.25,0.005
644.30,0.011
644.35,0.005
644.40,0.009
644.45,0.008
644.50,0.006
644.55,0.011
644.60,0.007
644.65,0.012
644.70,0.010
644.75,0.009
644.80,0.009
644.85,0.007
644.90,0.013
644.95,0.007
645.00,0.012
645.05,0.007
645.10,0.009
645.15,0.008
645.20,0.007
645.25,0.010
645.30,0.007
645.35,0.012
645.40,0.007
645.45,0.012
645.50,0.008
645.55,0.010
645.60,0.009
645.65,0.008
645.70,0.013
645.75,0.007
645.80,0.011
645.85,0.007
645.90,0.009
645.95,0.008
646.00,0.007
646.05,0.011
646.10,0.007
646.15,0.010
646.20,0.007
646.25,0.011
646.30,0.008
646.35,0.006
646.40,0.010
646.45,0.008
646.50,0.010
646.55,0.008
646.60,0.009
646.65,0.008
646.70,0.008
646.75,0.011
646.80,0.007
646.85,0.010
646.90,0.008
646.95,0.007
647.00,0.010
647.05,0.008
647.10,0.011
647.15,0.007
647.20,0.010
647.25,0.007
647.30,0.010
647.35,0.007
647.40,0.007
647.45,0.009
647.50,0.009
647.55,0.011
647.60,0.006
647.65,0.010
647.70,0.009
647.75,0.007
647.80,0.009
647.85,0.006
647.90,0.012
647.95,0.007
648.00,0.009
648.05,0.007
648.10,0.010
648.15,0.007
648.20,0.009
648.25,0.009
648.30,0.009
648.35,0.010
648.40,0.006
648.45,0.011
648.50,0.007
648.55,0.008
648.60,0.008
648.65,0.010
648.70,0.009
648.75,0.007
648.80,0.008
648.85,0.008
648.90,0.011
648.95,0.005
649.00,0.012
649.05,0.009
649.10,0.009
649.15,0.007
649.20,0.008
649.25,0.014
649.30,0.006
649.35,0.013
649.40,0.007
649.45,0.010
649.50,0.008
649.55,0.005
649.60,0.010
649.65,0.007
649.70,0.011
649.75,0.008
649.80,0.011
649.85,0.008
649.90,0.009
649.95,0.011
650.00,0.006
