"Latest: Wavelength (nm)","Latest: Intensity (rel)"
380.042156416,0.00206730769231
380.253607903,0.00260793269231
380.465048016,0.00212355769231
380.676476752,0.00235168269231
380.887894108,0.00237980769231
381.099300083,0.00281418269231
381.310694675,0.00255793269231
381.522077881,0.00209855769231
381.733449699,0.00225168269231
381.944810127,0.00216730769231
382.156159163,0.00265168269231
382.367496804,0.00232355769231
382.578823049,0.00207355769231
382.790137895,0.00248605769231
383.001441341,0.00227980769231
383.212733383,0.00246105769231
383.424014021,0.00258918269231
383.635283251,0.00280480769231
383.846541071,0.00250793269231
384.05778748,0.00217980769231
384.269022475,0.00214543269231
384.480246054,0.00218918269231
384.691458215,0.00182355769231
384.902658956,0.00232668269231
385.113848274,0.00218605769231
385.325026167,0.00266105769231
385.536192634,0.00244230769231
385.747347672,0.00274543269231
385.958491279,0.00249543269231
386.169623452,0.00266418269231
386.38074419,0.00245480769231
386.591853491,0.00290480769231
386.802951351,0.00260480769231
387.01403777,0.00245480769231
387.225112745,0.00267355769231
387.436176273,0.00251105769231
387.647228353,0.00242355769231
387.858268983,0.00207980769231
388.06929816,0.00213605769231
388.280315882,0.00266418269231
388.491322146,0.00245480769231
388.702316952,0.00298605769231
388.913300296,0.00317355769231
389.124272177,0.00304855769231
389.335232592,0.00275793269231
389.546181539,0.00307668269231
389.757119016,0.00299230769231
389.968045021,0.00342980769231
390.178959552,0.00332043269231
390.389862606,0.00249543269231
390.600754181,0.00253918269231
390.811634276,0.00264855769231
391.022502887,0.00316418269231
391.233360013,0.00315793269231
391.444205653,0.00326105769231
391.655039802,0.00356105769231
391.86586246,0.00345168269231
392.076673624,0.00316730769231
392.287473292,0.00305168269231
392.498261462,0.00291105769231
392.709038132,0.00267980769231
392.919803299,0.00309543269231
393.130556962,0.00332043269231
393.341299118,0.00298293269231
393.552029764,0.00278293269231
393.7627489,0.00304543269231
393.973456523,0.00313918269231
394.18415263,0.00295480769231
394.394837219,0.00249543269231
394.605510289,0.00309230769231
394.816171837,0.00223605769231
395.02682186,0.00265793269231
395.237460358,0.00310168269231
395.448087327,0.00294230769231
395.658702765,0.00318293269231
395.869306671,0.00280480769231
396.079899042,0.00268293269231
396.290479876,0.00308605769231
396.50104917,0.00299543269231
396.711606923,0.00306105769231
396.922153133,0.00299230769231
397.132687797,0.00308918269231
397.343210913,0.00305168269231
397.553722479,0.00330793269231
397.764222493,0.00308918269231
397.974710952,0.00282668269231
398.185187855,0.00288918269231
398.3956532,0.00293605769231
398.606106983,0.00305168269231
398.816549204,0.00332980769231
399.026979859,0.00364543269231
399.237398947,0.00365793269231
399.447806465,0.00476418269231
399.658202412,0.00460168269231
399.868586785,0.00397980769231
400.078959582,0.00391730769231
400.289320801,0.00376730769231
400.49967044,0.00405168269231
