"Latest: Wavelength (nm)","Latest: Intensity (rel)"
380.16339752,0.000297115384615
380.376853754,0.000371394230769
380.590299363,0.000442548076923
380.803734346,0.000636778846154
381.017158699,0.000401442307692
381.230572419,0.000455288461538
381.443975504,0.000565625
381.657367951,0.000527403846154
381.870749757,0.000538221153846
382.08412092,0.000978846153846
382.297481437,0.000710096153846
382.510831304,0.000615144230769
382.72417052,0.000777163461538
382.937499081,0.000785096153846
383.150816985,0.000348798076923
383.364124229,0.000348076923077
383.577420811,0.000339423076923
383.790706726,0.000505528846154
384.003981974,0.000257932692308
384.21724655,0.00131634615385
384.430500452,0.000474519230769
384.643743678,0.000550240384615
384.856976225,0.000592788461538
385.070198089,0.000919471153846
385.283409269,0.000488701923077
385.496609761,0.000392788461538
385.709799563,0.000499278846154
385.922978672,0.000881971153846
386.136147085,0.000552644230769
386.349304799,0.000618509615385
386.562451812,0.000594471153846
386.775588121,0.000587740384615
386.988713723,0.000506490384615
387.201828615,0.000659375
387.414932795,0.0004
387.62802626,0.000683894230769
387.841109007,0.000906971153846
388.054181033,0.000271394230769
388.267242336,0.00117884615385
388.480292913,0.000602163461538
388.693332761,0.000550480769231
388.906361877,0.000625721153846
389.119380259,0.000653846153846
389.332387904,0.000384855769231
389.545384809,0.000324038461538
389.758370971,0.000575
389.971346388,0.000584615384615
390.184311056,0.000844471153846
390.397264974,0.000543509615385
390.610208138,0.00048125
390.823140546,0.000231730769231
391.036062194,0.000396394230769
391.24897308,0.000413942307692
391.461873202,0.000767548076923
391.674762556,0.0005875
391.88764114,0.000357451923077
392.100508951,0.000274759615385
392.313365987,0.000925721153846
392.526212243,0.000580288461538
392.739047719,0.000972115384615
392.951872411,0.000519471153846
393.164686316,0.000852644230769
393.377489431,0.000538701923077
393.590281754,0.000600480769231
393.803063282,0.000689663461538
394.015834013,0.00100697115385
394.228593943,0.000965384615385
394.441343069,0.00105336538462
394.65408139,0.000327884615385
394.866808902,0.000273317307692
395.079525602,0.000547115384615
395.292231488,0.00068125
395.504926557,0.000447115384615
395.717610806,0.000421153846154
395.930284233,0.000441105769231
396.142946834,0.000474759615385
396.355598607,0.000714423076923
396.56823955,0.000582932692308
396.780869659,0.000818269230769
396.993488931,0.000953846153846
397.206097365,0.000418269230769
