"hmm - RawData"
"Wavelength nm.","Abs."
573.40,0.018
573.45,0.017
573.50,0.019
573.55,0.019
573.60,0.019
573.65,0.017
573.70,0.016
573.75,0.018
573.80,0.019
573.85,0.020
573.90,0.021
573.95,0.022
574.00,0.019
574.05,0.021
574.10,0.019
574.15,0.022
574.20,0.019
574.25,0.021
574.30,0.018
574.35,0.019
574.40,0.022
574.45,0.026
574.50,0.026
574.55,0.026
574.60,0.027
574.65,0.026
574.70,0.027
574.75,0.025
574.80,0.025
574.85,0.026
574.90,0.024
574.95,0.024
575.00,0.024
575.05,0.024
575.10,0.022
575.15,0.024
575.20,0.024
575.25,0.023
575.30,0.024
575.35,0.023
575.40,0.024
575.45,0.022
575.50,0.024
575.55,0.021
575.60,0.021
575.65,0.022
575.70,0.021
575.75,0.020
575.80,0.021
575.85,0.020
575.90,0.020
575.95,0.021
576.00,0.021
576.05,0.020
576.10,0.020
576.15,0.020
576.20,0.019
576.25,0.018
576.30,0.019
576.35,0.019
576.40,0.018
576.45,0.021
576.50,0.018
576.55,0.018
576.60,0.018
576.65,0.018
576.70,0.018
576.75,0.019
576.80,0.017
576.85,0.015
576.90,0.019
576.95,0.016
577.00,0.016
577.05,0.016
577.10,0.018
577.15,0.015
577.20,0.018
577.25,0.019
577.30,0.017
577.35,0.017
577.40,0.018
577.45,0.020
577.50,0.017
577.55,0.020
577.60,0.017
577.65,0.022
577.70,0.024
577.75,0.026
577.80,0.023
577.85,0.023
577.90,0.025
577.95,0.023
578.00,0.024
578.05,0.022
578.10,0.021
578.15,0.023
578.20,0.023
578.25,0.021
578.30,0.024
578.35,0.025
578.40,0.024
578.45,0.025
578.50,0.022
578.55,0.022
578.60,0.022
578.65,0.024
578.70,0.021
578.75,0.022
578.80,0.020
578.85,0.020
578.90,0.022
578.95,0.022
579.00,0.021
579.05,0.021
579.10,0.020
579.15,0.019
579.20,0.022
579.25,0.020
579.30,0.019
579.35,0.017
579.40,0.018
579.45,0.018
579.50,0.019
579.55,0.017
579.60,0.018
579.65,0.017
579.70,0.016
579.75,0.017
579.80,0.018
579.85,0.016
579.90,0.018
579.95,0.016
580.00,0.016
580.05,0.017
580.10,0.015
580.15,0.018
580.20,0.017
580.25,0.017
580.30,0.016
580.35,0.016
580.40,0.017
580.45,0.016
580.50,0.017
580.55,0.015
580.60,0.014
580.65,0.015
580.70,0.017
580.75,0.017
580.80,0.018
580.85,0.016
580.90,0.017
580.95,0.016
581.00,0.020
581.05,0.023
581.10,0.023
581.15,0.023
581.20,0.023
581.25,0.022
581.30,0.022
581.35,0.024
581.40,0.021
581.45,0.022
581.50,0.022
581.55,0.022
581.60,0.023
581.65,0.024
581.70,0.022
581.75,0.023
581.80,0.021
581.85,0.022
581.90,0.021
581.95,0.021
582.00,0.021
582.05,0.021
582.10,0.020
582.15,0.021
582.20,0.020
582.25,0.020
582.30,0.020
582.35,0.018
582.40,0.020
582.45,0.017
582.50,0.020
582.55,0.020
582.60,0.017
582.65,0.019
582.70,0.018
582.75,0.019
582.80,0.018
582.85,0.019
582.90,0.017
582.95,0.018
583.00,0.018
583.05,0.017
583.10,0.017
583.15,0.017
583.20,0.018
583.25,0.017
583.30,0.017
583.35,0.016
583.40,0.016
583.45,0.016
583.50,0.016
583.55,0.016
583.60,0.016
583.65,0.016
583.70,0.014
583.75,0.016
583.80,0.014
583.85,0.015
583.90,0.014
583.95,0.015
584.00,0.014
584.05,0.015
584.10,0.013
584.15,0.015
584.20,0.015
584.25,0.015
584.30,0.016
584.35,0.017
584.40,0.017
584.45,0.018
584.50,0.022
584.55,0.018
584.60,0.022
584.65,0.019
584.70,0.020
584.75,0.020
584.80,0.022
584.85,0.022
584.90,0.024
584.95,0.023
585.00,0.023
585.05,0.022
585.10,0.022
585.15,0.020
585.20,0.021
585.25,0.021
585.30,0.021
585.35,0.020
585.40,0.021
585.45,0.020
585.50,0.019
585.55,0.019
585.60,0.018
585.65,0.019
585.70,0.019
585.75,0.017
585.80,0.018
585.85,0.019
585.90,0.017
585.95,0.017
586.00,0.018
586.05,0.017
586.10,0.017
586.15,0.019
586.20,0.015
586.25,0.018
586.30,0.017
586.35,0.018
586.40,0.015
586.45,0.017
586.50,0.017
586.55,0.016
586.60,0.015
586.65,0.015
586.70,0.015
586.75,0.015
586.80,0.017
586.85,0.014
586.90,0.016
586.95,0.013
587.00,0.016
587.05,0.015
587.10,0.016
587.15,0.015
587.20,0.015
587.25,0.015
587.30,0.015
587.35,0.014
587.40,0.014
587.45,0.015
587.50,0.013
587.55,0.014
587.60,0.013
587.65,0.013
587.70,0.013
587.75,0.013
587.80,0.012
587.85,0.012
587.90,0.016
587.95,0.016
588.00,0.017
588.05,0.018
588.10,0.018
588.15,0.018
588.20,0.018
588.25,0.019
588.30,0.021
588.35,0.023
588.40,0.022
588.45,0.019
588.50,0.021
588.55,0.020
588.60,0.019
588.65,0.021
588.70,0.022
588.75,0.020
588.80,0.019
588.85,0.020
588.90,0.019
588.95,0.018
589.00,0.018
589.05,0.020
589.10,0.020
589.15,0.019
589.20,0.019
589.25,0.018
589.30,0.019
589.35,0.017
589.40,0.018
589.45,0.016
589.50,0.018
589.55,0.015
589.60,0.019
589.65,0.017
589.70,0.016
589.75,0.018
589.80,0.016
589.85,0.017
589.90,0.016
589.95,0.016
590.00,0.014
590.05,0.016
590.10,0.014
590.15,0.015
590.20,0.015
590.25,0.013
590.30,0.015
590.35,0.012
590.40,0.014
590.45,0.013
590.50,0.013
590.55,0.014
590.60,0.015
590.65,0.012
590.70,0.013
590.75,0.012
590.80,0.014
590.85,0.013
590.90,0.013
590.95,0.013
591.00,0.014
591.05,0.013
591.10,0.013
591.15,0.012
591.20,0.012
591.25,0.013
591.30,0.013
591.35,0.013
591.40,0.014
591.45,0.014
591.50,0.013
591.55,0.011
591.60,0.015
591.65,0.016
591.70,0.017
591.75,0.019
591.80,0.020
591.85,0.020
591.90,0.019
591.95,0.020
592.00,0.020
592.05,0.020
592.10,0.018
592.15,0.018
592.20,0.018
592.25,0.019
592.30,0.018
592.35,0.019
592.40,0.018
592.45,0.018
592.50,0.017
592.55,0.018
592.60,0.017
592.65,0.016
592.70,0.016
592.75,0.015
592.80,0.016
592.85,0.015
592.90,0.014
592.95,0.015
593.00,0.017
593.05,0.015
593.10,0.017
593.15,0.015
593.20,0.016
593.25,0.014
593.30,0.015
