"mrg - RawData"
"Wavelength nm.","Abs."
596.70,0.010
596.75,0.009
596.80,0.010
596.85,0.008
596.90,0.008
596.95,0.009
597.00,0.009
597.05,0.006
597.10,0.010
597.15,0.007
597.20,0.011
597.25,0.007
597.30,0.008
597.35,0.008
597.40,0.009
597.45,0.008
597.50,0.010
597.55,0.006
597.60,0.008
597.65,0.007
597.70,0.009
597.75,0.006
597.80,0.007
597.85,0.006
597.90,0.007
597.95,0.007
598.00,0.008
598.05,0.006
598.10,0.007
598.15,0.008
598.20,0.008
598.25,0.007
598.30,0.007
598.35,0.006
598.40,0.008
598.45,0.007
598.50,0.008
598.55,0.006
598.60,0.008
598.65,0.006
598.70,0.007
598.75,0.006
598.80,0.008
598.85,0.004
598.90,0.008
598.95,0.005
599.00,0.006
599.05,0.008
599.10,0.010
599.15,0.011
599.20,0.012
599.25,0.010
599.30,0.012
599.35,0.012
599.40,0.013
599.45,0.012
599.50,0.012
599.55,0.011
599.60,0.011
599.65,0.009
599.70,0.012
599.75,0.011
599.80,0.010
599.85,0.010
599.90,0.012
599.95,0.009
600.00,0.011
600.05,0.009
600.10,0.012
600.15,0.009
600.20,0.009
600.25,0.009
600.30,0.010
600.35,0.008
600.40,0.011
600.45,0.009
600.50,0.011
600.55,0.007
600.60,0.011
600.65,0.008
600.70,0.010
600.75,0.008
600.80,0.010
600.85,0.007
600.90,0.010
600.95,0.007
601.00,0.008
601.05,0.008
601.10,0.009
601.15,0.008
601.20,0.009
601.25,0.008
601.30,0.009
601.35,0.007
601.40,0.009
601.45,0.006
601.50,0.007
601.55,0.006
601.60,0.008
601.65,0.006
601.70,0.007
601.75,0.009
601.80,0.007
601.85,0.007
601.90,0.007
601.95,0.006
602.00,0.008
602.05,0.006
602.10,0.007
602.15,0.006
602.20,0.006
602.25,0.007
602.30,0.006
602.35,0.008
602.40,0.004
602.45,0.005
602.50,0.005
602.55,0.007
602.60,0.007
602.65,0.006
602.70,0.006
602.75,0.007
602.80,0.005
602.85,0.009
602.90,0.004
602.95,0.006
603.00,0.007
603.05,0.011
603.10,0.009
603.15,0.011
603.20,0.011
603.25,0.011
603.30,0.010
603.35,0.012
603.40,0.009
603.45,0.011
603.50,0.010
603.55,0.011
603.60,0.009
603.65,0.011
603.70,0.009
603.75,0.010
603.80,0.011
603.85,0.011
603.90,0.009
603.95,0.009
604.00,0.008
604.05,0.008
604.10,0.010
604.15,0.008
604.20,0.008
604.25,0.008
604.30,0.009
604.35,0.007
604.40,0.009
604.45,0.007
604.50,0.007
604.55,0.008
604.60,0.006
604.65,0.008
604.70,0.007
604.75,0.007
604.80,0.005
604.85,0.007
604.90,0.004
604.95,0.009
605.00,0.004
605.05,0.007
605.10,0.005
605.15,0.007
605.20,0.006
605.25,0.007
605.30,0.006
605.35,0.008
605.40,0.004
605.45,0.005
605.50,0.007
605.55,0.005
605.60,0.006
605.65,0.005
605.70,0.005
605.75,0.007
605.80,0.004
605.85,0.006
605.90,0.006
605.95,0.004
606.00,0.005
606.05,0.004
606.10,0.004
606.15,0.005
606.20,0.005
606.25,0.004
606.30,0.003
606.35,0.006
606.40,0.004
606.45,0.005
606.50,0.006
606.55,0.007
606.60,0.003
606.65,0.005
606.70,0.004
606.75,0.005
606.80,0.006
606.85,0.007
606.90,0.007
606.95,0.009
607.00,0.007
607.05,0.007
607.10,0.008
607.15,0.009
607.20,0.008
607.25,0.009
607.30,0.008
607.35,0.008
607.40,0.008
607.45,0.007
607.50,0.009
607.55,0.008
607.60,0.008
607.65,0.008
607.70,0.007
607.75,0.009
607.80,0.008
607.85,0.006
607.90,0.007
607.95,0.006
608.00,0.008
608.05,0.008
608.10,0.006
608.15,0.005
608.20,0.007
608.25,0.009
608.30,0.007
608.35,0.006
608.40,0.005
608.45,0.008
608.50,0.007
608.55,0.007
608.60,0.008
608.65,0.006
608.70,0.008
608.75,0.006
608.80,0.007
608.85,0.006
608.90,0.006
608.95,0.006
609.00,0.006
609.05,0.004
609.10,0.006
609.15,0.005
609.20,0.005
609.25,0.003
609.30,0.005
609.35,0.004
609.40,0.007
609.45,0.005
609.50,0.003
609.55,0.005
609.60,0.004
609.65,0.006
609.70,0.004
609.75,0.005
609.80,0.004
609.85,0.005
609.90,0.004
609.95,0.006
610.00,0.005
610.05,0.007
610.10,0.003
610.15,0.004
610.20,0.002
610.25,0.006
610.30,0.003
610.35,0.005
610.40,0.005
610.45,0.005
610.50,0.004
610.55,0.006
610.60,0.004
610.65,0.006
610.70,0.005
610.75,0.008
610.80,0.006
610.85,0.007
610.90,0.006
610.95,0.007
611.00,0.007
611.05,0.009
611.10,0.006
611.15,0.010
611.20,0.008
611.25,0.009
611.30,0.006
611.35,0.008
611.40,0.006
611.45,0.007
611.50,0.006
611.55,0.007
611.60,0.006
611.65,0.008
611.70,0.009
611.75,0.007
611.80,0.008
611.85,0.006
611.90,0.008
611.95,0.006
612.00,0.008
612.05,0.005
612.10,0.007
612.15,0.004
612.20,0.006
612.25,0.007
612.30,0.007
612.35,0.005
612.40,0.009
612.45,0.004
612.50,0.006
612.55,0.004
612.60,0.007
612.65,0.003
612.70,0.006
612.75,0.005
612.80,0.007
612.85,0.006
612.90,0.007
612.95,0.004
613.00,0.006
613.05,0.004
613.10,0.006
613.15,0.005
613.20,0.006
613.25,0.007
613.30,0.007
613.35,0.004
613.40,0.006
613.45,0.005
613.50,0.006
613.55,0.004
613.60,0.008
613.65,0.004
613.70,0.007
613.75,0.004
613.80,0.008
613.85,0.005
613.90,0.008
613.95,0.005
614.00,0.006
614.05,0.004
614.10,0.007
614.15,0.003
614.20,0.006
614.25,0.004
614.30,0.005
614.35,0.004
614.40,0.007
614.45,0.004
614.50,0.007
614.55,0.005
614.60,0.007
614.65,0.004
614.70,0.007
614.75,0.004
614.80,0.008
614.85,0.006
614.90,0.008
614.95,0.003
615.00,0.009
615.05,0.008
615.10,0.008
615.15,0.008
615.20,0.008
615.25,0.006
615.30,0.009
615.35,0.007
615.40,0.009
615.45,0.006
615.50,0.008
615.55,0.006
615.60,0.009
615.65,0.006
615.70,0.009
615.75,0.006
615.80,0.006
615.85,0.005
615.90,0.007
615.95,0.006
616.00,0.007
616.05,0.006
616.10,0.005
616.15,0.006
616.20,0.005
616.25,0.008
616.30,0.004
616.35,0.007
616.40,0.006
616.45,0.008
616.50,0.007
616.55,0.004
616.60,0.007
616.65,0.006
616.70,0.007
616.75,0.005
616.80,0.006
616.85,0.006
616.90,0.007
616.95,0.005
617.00,0.006
617.05,0.007
617.10,0.005
617.15,0.007
617.20,0.003
617.25,0.007
617.30,0.003
617.35,0.009
617.40,0.004
617.45,0.008
617.50,0.004
617.55,0.005
617.60,0.006
617.65,0.007
617.70,0.006
617.75,0.004
617.80,0.006
617.85,0.005
617.90,0.007
617.95,0.004
618.00,0.008
618.05,0.002
618.10,0.007
618.15,0.004
618.20,0.006
618.25,0.006
618.30,0.006
618.35,0.003
618.40,0.004
618.45,0.005
618.50,0.004
618.55,0.006
618.60,0.006
618.65,0.007
618.70,0.004
618.75,0.006
618.80,0.005
618.85,0.006
618.90,0.005
618.95,0.008
619.00,0.006
619.05,0.008
619.10,0.006
619.15,0.007
619.20,0.007
619.25,0.007
619.30,0.007
619.35,0.006
619.40,0.007
619.45,0.007
619.50,0.008
619.55,0.007
619.60,0.009
619.65,0.006
619.70,0.009
619.75,0.006
619.80,0.007
619.85,0.006
619.90,0.008
619.95,0.005
620.00,0.007
620.05,0.005
620.10,0.007
620.15,0.008
620.20,0.007
620.25,0.005
620.30,0.005
620.35,0.007
620.40,0.006
620.45,0.008
620.50,0.006
620.55,0.009
620.60,0.004
620.65,0.007
620.70,0.004
620.75,0.007
620.80,0.007
620.85,0.007
620.90,0.006
620.95,0.008
621.00,0.006
621.05,0.005
621.10,0.007
621.15,0.005
621.20,0.007
621.25,0.004
621.30,0.005
621.35,0.003
621.40,0.006
621.45,0.006
621.50,0.007
621.55,0.004
621.60,0.006
621.65,0.004
621.70,0.006
621.75,0.002
621.80,0.005
621.85,0.003
621.90,0.005
621.95,0.004
622.00,0.006
622.05,0.004
622.10,0.004
622.15,0.004
622.20,0.005
622.25,0.006
622.30,0.005
622.35,0.006
622.40,0.004
622.45,0.004
622.50,0.006
622.55,0.005
622.60,0.004
622.65,0.005
622.70,0.006
622.75,0.005
622.80,0.005
622.85,0.006
622.90,0.004
622.95,0.004
623.00,0.007
623.05,0.005
623.10,0.007
623.15,0.006
623.20,0.006
623.25,0.006
623.30,0.006
623.35,0.007
623.40,0.007
623.45,0.006
623.50,0.005
623.55,0.007
623.60,0.006
623.65,0.006
623.70,0.006
623.75,0.008
623.80,0.006
623.85,0.006
623.90,0.005
623.95,0.005
624.00,0.007
624.05,0.005
624.10,0.008
624.15,0.005
624.20,0.007
624.25,0.003
624.30,0.008
624.35,0.004
624.40,0.004
624.45,0.006
624.50,0.006
624.55,0.004
624.60,0.005
624.65,0.005
624.70,0.006
624.75,0.005
624.80,0.004
624.85,0.005
624.90,0.005
624.95,0.005
625.00,0.005
625.05,0.006
625.10,0.004
625.15,0.004
625.20,0.004
625.25,0.005
625.30,0.004
625.35,0.004
625.40,0.005
625.45,0.003
625.50,0.005
625.55,0.005
625.60,0.004
625.65,0.004
625.70,0.007
625.75,0.006
625.80,0.004
625.85,0.005
625.90,0.004
625.95,0.004
626.00,0.004
626.05,0.007
626.10,0.003
626.15,0.004
626.20,0.003
626.25,0.006
626.30,0.004
626.35,0.005
626.40,0.004
626.45,0.006
626.50,0.004
626.55,0.004
626.60,0.004
626.65,0.003
626.70,0.004
626.75,0.004
626.80,0.003
626.85,0.004
626.90,0.005
626.95,0.005
627.00,0.004
627.05,0.004
627.10,0.005
627.15,0.004
627.20,0.004
627.25,0.003
627.30,0.006
627.35,0.004
627.40,0.005
627.45,0.005
627.50,0.004
627.55,0.004
627.60,0.006
627.65,0.004
627.70,0.006
627.75,0.004
627.80,0.005
627.85,0.005
627.90,0.007
627.95,0.005
628.00,0.007
628.05,0.004
628.10,0.005
628.15,0.006
628.20,0.006
628.25,0.004
628.30,0.005
628.35,0.007
628.40,0.005
628.45,0.008
628.50,0.005
628.55,0.007
628.60,0.004
628.65,0.006
628.70,0.004
628.75,0.005
628.80,0.003
628.85,0.004
628.90,0.004
628.95,0.005
629.00,0.005
629.05,0.004
629.10,0.004
629.15,0.005
629.20,0.006
629.25,0.003
629.30,0.005
629.35,0.003
629.40,0.006
629.45,0.003
629.50,0.005
629.55,0.004
629.60,0.003
629.65,0.004
629.70,0.004
629.75,0.006
629.80,0.003
629.85,0.006
629.90,0.002
629.95,0.006
630.00,0.003
630.05,0.006
630.10,0.003
630.15,0.005
630.20,0.003
630.25,0.005
630.30,0.005
630.35,0.005
630.40,0.007
630.45,0.005
630.50,0.005
630.55,0.002
630.60,0.005
630.65,0.003
630.70,0.004
630.75,0.004
630.80,0.004
630.85,0.005
630.90,0.003
630.95,0.005
631.00,0.005
631.05,0.004
631.10,0.003
631.15,0.004
631.20,0.004
631.25,0.002
631.30,0.006
631.35,0.003
631.40,0.006
631.45,0.004
631.50,0.005
631.55,0.003
631.60,0.004
631.65,0.003
631.70,0.005
631.75,0.007
631.80,0.004
631.85,0.004
631.90,0.004
631.95,0.005
632.00,0.003
632.05,0.007
632.10,0.004
632.15,0.005
632.20,0.006
632.25,0.007
632.30,0.006
632.35,0.004
632.40,0.007
632.45,0.005
632.50,0.004
632.55,0.008
632.60,0.004
632.65,0.008
632.70,0.000
632.75,0.006
632.80,0.003
632.85,0.007
632.90,0.003
632.95,0.005
633.00,0.006
633.05,0.005
633.10,0.006
633.15,0.004
633.20,0.008
633.25,0.005
633.30,0.007
633.35,0.004
633.40,0.007
633.45,0.004
633.50,0.009
633.55,0.005
633.60,0.005
633.65,0.005
633.70,0.007
633.75,0.005
633.80,0.006
633.85,0.007
633.90,0.004
633.95,0.007
634.00,0.004
634.05,0.006
634.10,0.002
634.15,0.006
634.20,0.005
634.25,0.005
634.30,0.004
634.35,0.004
634.40,0.005
634.45,0.005
634.50,0.007
634.55,0.003
634.60,0.006
634.65,0.003
634.70,0.005
634.75,0.005
634.80,0.006
634.85,0.007
634.90,0.005
634.95,0.007
635.00,0.004
635.05,0.006
635.10,0.004
635.15,0.005
635.20,0.004
635.25,0.006
635.30,0.006
635.35,0.000
635.40,0.009
635.45,0.004
635.50,0.009
635.55,0.001
635.60,0.004
635.65,0.004
635.70,0.006
635.75,0.006
635.80,0.004
635.85,0.008
635.90,0.002
635.95,0.007
636.00,0.004
636.05,0.008
636.10,0.004
636.15,0.006
636.20,0.004
636.25,0.006
636.30,0.004
636.35,0.005
636.40,0.008
636.45,0.005
636.50,0.009
636.55,0.004
636.60,0.008
636.65,0.004
636.70,0.008
636.75,0.003
636.80,0.007
636.85,0.004
636.90,0.006
636.95,0.004
637.00,0.004
637.05,0.007
637.10,0.005
637.15,0.008
637.20,0.004
637.25,0.007
637.30,0.005
637.35,0.006
637.40,0.004
637.45,0.006
637.50,0.006
637.55,0.006
637.60,0.006
637.65,0.005
637.70,0.007
637.75,0.004
637.80,0.008
637.85,0.004
637.90,0.004
637.95,0.006
638.00,0.004
638.05,0.005
638.10,0.004
638.15,0.006
638.20,0.004
638.25,0.006
638.30,0.003
638.35,0.005
638.40,0.004
638.45,0.003
638.50,0.006
638.55,0.007
638.60,0.008
638.65,0.003
638.70,0.005
638.75,0.005
638.80,0.004
638.85,0.007
638.90,0.003
638.95,0.007
639.00,0.004
639.05,0.006
639.10,0.006
639.15,0.005
639.20,0.006
639.25,0.002
639.30,0.007
639.35,0.001
639.40,0.007
639.45,0.002
639.50,0.007
639.55,0.003
639.60,0.006
639.65,0.005
639.70,0.003
639.75,0.005
639.80,0.002
639.85,0.006
639.90,0.001
639.95,0.006
640.00,0.005
640.05,0.007
640.10,0.004
640.15,0.006
640.20,0.006
640.25,0.004
640.30,0.004
640.35,0.004
640.40,0.007
640.45,0.002
640.50,0.007
640.55,0.003
640.60,0.006
640.65,0.005
640.70,0.007
640.75,0.006
640.80,0.003
640.85,0.006
640.90,0.004
640.95,0.005
641.00,0.004
641.05,0.004
641.10,0.007
641.15,0.006
641.20,0.006
641.25,0.006
641.30,0.006
641.35,0.007
641.40,0.004
641.45,0.005
641.50,0.004
641.55,0.007
641.60,0.004
641.65,0.006
641.70,0.007
641.75,0.003
641.80,0.007
641.85,0.003
641.90,0.003
641.95,0.004
642.00,0.004
642.05,0.004
642.10,0.003
642.15,0.004
642.20,0.005
642.25,0.006
642.30,0.004
642.35,0.007
642.40,0.006
642.45,0.002
642.50,0.005
642.55,0.004
642.60,0.006
642.65,0.003
642.70,0.006
642.75,0.003
642.80,0.003
642.85,0.004
642.90,0.005
642.95,0.004
643.00,0.002
643.05,0.008
643.10,0.003
643.15,0.007
643.20,0.003
643.25,0.004
643.30,0.006
643.35,0.002
643.40,0.006
643.45,0.003
643.50,0.006
643.55,0.003
643.60,0.004
643.65,0.003
643.70,0.004
643.75,0.006
643.80,0.002
643.85,0.004
643.90,0.003
643.95,0.004
644.00,0.005
644.05,0.004
644.10,0.005
644.15,0.005
644.20,0.005
644.25,0.004
644.30,0.004
644.35,0.001
644.40,0.003
644.45,0.003
644.50,0.003
644.55,0.004
644.60,0.004
644.65,0.004
644.70,0.004
644.75,0.005
644.80,0.003
644.85,0.006
644.90,0.004
644.95,0.005
645.00,0.006
645.05,0.002
645.10,0.005
645.15,0.003
645.20,0.005
645.25,0.004
645.30,0.006
645.35,0.004
645.40,0.005
645.45,0.005
645.50,0.003
645.55,0.007
645.60,0.004
645.65,0.004
645.70,0.006
645.75,0.005
645.80,0.005
645.85,0.004
645.90,0.005
645.95,0.004
646.00,0.005
646.05,0.005
646.10,0.006
646.15,0.005
646.20,0.004
646.25,0.008
646.30,0.004
646.35,0.004
646.40,0.002
646.45,0.004
646.50,0.004
646.55,0.004
646.60,0.006
646.65,0.001
646.70,0.004
646.75,0.004
646.80,0.004
646.85,0.004
646.90,0.005
646.95,0.003
647.00,0.004
647.05,0.003
647.10,0.006
647.15,0.003
647.20,0.003
647.25,0.003
647.30,0.007
647.35,0.003
647.40,0.003
647.45,0.004
647.50,0.004
647.55,0.004
647.60,0.001
647.65,0.003
647.70,0.006
647.75,0.003
647.80,0.003
647.85,0.003
647.90,0.006
647.95,0.003
648.00,0.002
648.05,0.004
648.10,0.004
648.15,0.003
648.20,0.004
648.25,0.005
648.30,0.003
648.35,0.003
648.40,0.004
648.45,0.007
648.50,0.003
648.55,0.003
648.60,0.006
648.65,0.005
648.70,0.006
648.75,0.003
648.80,0.005
648.85,0.003
648.90,0.005
648.95,0.003
649.00,0.003
649.05,0.004
649.10,0.003
649.15,0.006
649.20,0.002
649.25,0.007
649.30,0.004
649.35,0.007
649.40,0.006
649.45,0.003
649.50,0.005
649.55,0.003
649.60,0.007
649.65,0.004
649.70,0.004
649.75,0.007
649.80,0.004
649.85,0.006
649.90,0.004
649.95,0.007
650.00,0.004
