"Latest: Wavelength (nm)","Latest: Intensity (rel)"
380.042156416,0.00221322115385
380.253607903,0.00236322115385
380.465048016,0.00204759615385
380.676476752,0.00271009615385
380.887894108,0.00215697115385
381.099300083,0.00245384615385
381.310694675,0.00249759615385
381.522077881,0.00247572115385
381.733449699,0.00245072115385
381.944810127,0.00245697115385
382.156159163,0.00280072115385
382.367496804,0.00276634615385
382.578823049,0.00271322115385
382.790137895,0.00218822115385
383.001441341,0.00256947115385
383.212733383,0.00256322115385
383.424014021,0.00271947115385
383.635283251,0.00281947115385
383.846541071,0.00283509615385
384.05778748,0.00257884615385
384.269022475,0.00230697115385
384.480246054,0.00270697115385
384.691458215,0.00197884615385
384.902658956,0.00229447115385
385.113848274,0.00279134615385
385.325026167,0.00279759615385
385.536192634,0.00273822115385
385.747347672,0.00293509615385
385.958491279,0.00265384615385
386.169623452,0.00303822115385
386.38074419,0.00245072115385
386.591853491,0.00277884615385
386.802951351,0.00248509615385
387.01403777,0.00237259615385
387.225112745,0.00279447115385
387.436176273,0.00249134615385
387.647228353,0.00224759615385
387.858268983,0.00232884615385
388.06929816,0.00252259615385
388.280315882,0.00288197115385
388.491322146,0.00255384615385
388.702316952,0.00303822115385
388.913300296,0.00326634615385
389.124272177,0.00302259615385
389.335232592,0.00302572115385
389.546181539,0.00306947115385
389.757119016,0.00281947115385
389.968045021,0.00325697115385
390.178959552,0.00306322115385
390.389862606,0.00288509615385
390.600754181,0.00271634615385
390.811634276,0.00297884615385
391.022502887,0.00344134615385
391.233360013,0.00335072115385
391.444205653,0.00355697115385
391.655039802,0.00385072115385
391.86586246,0.00345072115385
392.076673624,0.00309759615385
392.287473292,0.00313822115385
392.498261462,0.00290072115385
392.709038132,0.00329447115385
392.919803299,0.00359447115385
393.130556962,0.00335384615385
393.341299118,0.00281947115385
393.552029764,0.00285697115385
393.7627489,0.00300072115385
393.973456523,0.00311322115385
394.18415263,0.00342259615385
394.394837219,0.00293822115385
394.605510289,0.00282884615385
394.816171837,0.00283197115385
395.02682186,0.00317259615385
395.237460358,0.00355384615385
395.448087327,0.00318822115385
395.658702765,0.00336947115385
395.869306671,0.00365697115385
396.079899042,0.00313509615385
396.290479876,0.00294134615385
396.50104917,0.00308822115385
396.711606923,0.00295384615385
396.922153133,0.00315697115385
397.132687797,0.00281009615385
397.343210913,0.00319759615385
397.553722479,0.00314447115385
397.764222493,0.00295384615385
397.974710952,0.00346322115385
398.185187855,0.00301322115385
398.3956532,0.00307572115385
398.606106983,0.00278509615385
398.816549204,0.00344759615385
399.026979859,0.00321322115385
399.237398947,0.00418509615385
399.447806465,0.00498197115385
399.658202412,0.00421009615385
399.868586785,0.00422259615385
400.078959582,0.00438509615385
400.289320801,0.00435697115385
400.49967044,0.00451947115385
400.710008496,0.00375384615385
400.920334967,0.00439134615385
401.130649852,0.00410072115385
401.340953148,0.00359447115385
401.551244852,0.00349447115385
401.761524963,0.00303197115385
401.971793479,0.00346009615385
402.182050398,0.00390697115385
402.392295716,0.00325384615385
402.602529433,0.00337259615385
402.812751545,0.00369447115385
403.022962052,0.00318509615385
403.233160949,0.00301009615385
403.443348237,0.00366322115385
403.653523911,0.00376322115385
403.863687971,0.00336634615385
404.073840414,0.00267572115385
404.283981237,0.00299447115385
404.494110439,0.00280697115385
404.704228017,0.00312572115385
404.91433397,0.00274447115385
405.124428295,0.00325697115385
405.33451099,0.00329134615385
405.544582052,0.00264134615385
405.754641481,0.00313822115385
405.964689272,0.00305384615385
406.174725425,0.00280384615385
406.384749937,0.00318822115385
406.594762807,0.00251322115385
406.804764031,0.00302259615385
407.014753607,0.00256009615385
407.224731535,0.00263509615385
407.43469781,0.00269134615385
407.644652432,0.00286947115385
407.854595398,0.00261634615385
408.064526705,0.00278197115385
408.274446352,0.00282259615385
408.484354337,0.00329759615385
408.694250657,0.00303509615385
408.904135311,0.00310072115385
409.114008295,0.00328822115385
409.323869608,0.00311009615385
409.533719248,0.00315697115385
409.743557213,0.00346947115385
409.9533835,0.00343509615385
410.163198107,0.00316009615385
410.373001032,0.00386634615385
410.582792274,0.00341009615385
410.792571829,0.00283197115385
411.002339695,0.00374759615385
411.212095871,0.00301947115385
411.421840354,0.00262259615385
411.631573142,0.00297884615385
411.841294234,0.00295697115385
412.051003626,0.00300072115385
412.260701316,0.00403509615385
412.470387303,0.00479134615385
412.680061585,0.00611634615385
412.889724158,0.00668509615385
413.099375021,0.00783822115385
413.309014173,0.00777884615385
413.518641609,0.00776947115385
413.72825733,0.00694759615385
413.937861331,0.00603822115385
414.147453612,0.00465697115385
414.35703417,0.00337884615385
414.566603003,0.00330384615385
414.776160108,0.00290384615385
414.985705483,0.00261947115385
415.195239128,0.00268822115385
415.404761038,0.00267572115385
415.614271212,0.00296634615385
415.823769648,0.00243822115385
416.033256344,0.00289447115385
416.242731297,0.00281009615385
416.452194506,0.00337572115385
416.661645968,0.00312884615385
416.871085681,0.00319134615385
417.080513643,0.00301322115385
417.289929851,0.00304134615385
417.499334304,0.00305072115385
417.708727,0.00295072115385
417.918107935,0.00285072115385
418.127477109,0.00328197115385
