"Latest: Time (s)","Latest: Temperature (°C)"
0,23.4995158743
0.5,23.4995158743
1,23.4995158743
1.5,23.4995158743
2,23.4995158743
2.5,23.4995158743
3,23.4995158743
3.5,23.4995158743
4,23.4995158743
4.5,23.4995158743
5,23.4995158743
5.5,23.4995158743
6,23.4995158743
6.5,23.4995158743
7,23.4995158743
7.5,23.4995158743
8,23.4995158743
8.5,23.4995158743
9,23.4995158743
9.5,23.4995158743
10,23.4995158743
10.5,23.4995158743
11,23.4995158743
11.5,23.4995158743
12,23.4995158743
12.5,23.4995158743
13,23.4995158743
13.5,23.4995158743
14,23.4995158743
14.5,23.4995158743
15,23.4995158743
15.5,23.4995158743
16,23.4995158743
16.5,23.4995158743
17,23.4995158743
17.5,23.4995158743
18,23.4995158743
18.5,23.4995158743
19,23.4995158743
19.5,23.4995158743
20,23.4995158743
20.5,23.4995158743
21,23.4995158743
21.5,23.4995158743
22,23.4995158743
22.5,23.4995158743
23,23.4995158743
23.5,23.4995158743
24,23.4995158743
24.5,23.4995158743
25,23.4995158743
25.5,23.4995158743
26,23.4995158743
26.5,23.4995158743
27,23.4995158743
27.5,23.4995158743
28,23.4995158743
28.5,23.4995158743
29,23.4995158743
29.5,23.4995158743
30,23.4995158743
30.5,23.4995158743
31,23.4995158743
31.5,23.4995158743
32,23.4995158743
32.5,23.4995158743
33,23.4995158743
33.5,23.4995158743
34,23.4995158743
34.5,23.4995158743
35,23.4995158743
35.5,23.4995158743
36,23.4995158743
36.5,23.4995158743
37,23.4995158743
37.5,23.4995158743
38,23.4995158743
38.5,23.4995158743
39,23.4995158743
39.5,23.4995158743
40,23.4995158743
40.5,23.4995158743
41,23.4995158743
41.5,23.4995158743
42,23.4995158743
42.5,23.4995158743
43,23.4995158743
43.5,23.4995158743
44,23.4995158743
44.5,23.4995158743
45,23.4995158743
45.5,23.4995158743
46,23.4995158743
46.5,23.4995158743
47,23.4995158743
47.5,23.4995158743
48,23.4995158743
48.5,23.4995158743
